0,1.456
0.001,1.454
0.002,1.484
0.003,1.502
0.004,1.528
0.005,1.538
0.006,1.541
0.007,1.538
0.008,1.5
0.009,1.482
0.01,1.464
0.011,1.446
0.012,1.459
0.013,1.459
0.014,1.477
0.015,1.497
0.016,1.507
0.017,1.5
0.018,1.49
0.019,1.464
0.02,1.441
0.021,1.423
0.022,1.393
0.023,1.4
0.024,1.395
0.025,1.423
0.026,1.428
0.027,1.441
0.028,1.441
0.029,1.431
0.03,1.416
0.031,1.372
0.032,1.365
0.033,1.334
0.034,1.334
0.035,1.337
0.036,1.355
0.037,1.37
0.038,1.388
0.039,1.406
0.04,1.39
0.041,1.38
0.042,1.357
0.043,1.334
0.044,1.324
0.045,1.301
0.046,1.319
0.047,1.324
0.048,1.347
0.049,1.372
0.05,1.375
0.051,1.39
0.052,1.375
0.053,1.355
0.054,1.334
0.055,1.314
0.056,1.306
0.057,1.309
0.058,1.321
0.059,1.337
0.06,1.372
0.061,1.377
0.062,1.395
0.063,1.375
0.064,1.37
0.065,1.349
0.066,1.334
0.067,1.324
0.068,1.324
0.069,1.332
0.07,1.36
0.071,1.372
0.072,1.406
0.073,1.406
0.074,1.406
0.075,1.398
0.076,1.377
0.077,1.365
0.078,1.342
0.079,1.347
0.08,1.352
0.081,1.372
0.082,1.4
0.083,1.411
0.084,1.436
0.085,1.423
0.086,1.423
0.087,1.403
0.088,1.383
0.089,1.385
0.09,1.37
0.091,1.385
0.092,1.411
0.093,1.436
0.094,1.467
0.095,1.474
0.096,1.495
0.097,1.492
0.098,1.469
0.099,1.464
0.1,1.439
0.101,1.439
0.102,1.436
0.103,1.451
0.104,1.472
0.105,1.484
0.106,1.518
0.107,1.51
0.108,1.525
0.109,1.497
0.11,1.482
0.111,1.472
0.112,1.449
0.113,1.454
0.114,1.459
0.115,1.462
0.116,1.495
0.117,1.492
0.118,1.502
0.119,1.49
0.12,1.472
0.121,1.451
0.122,1.423
0.123,1.406
0.124,1.39
0.125,1.403
0.126,1.403
0.127,1.416
0.128,1.434
0.129,1.431
0.13,1.439
0.131,1.418
0.132,1.395
0.133,1.375
0.134,1.339
0.135,1.337
0.136,1.334
0.137,1.355
0.138,1.365
0.139,1.393
0.14,1.395
0.141,1.395
0.142,1.388
0.143,1.357
0.144,1.337
0.145,1.316
0.146,1.309
0.147,1.306
0.148,1.314
0.149,1.332
0.15,1.332
0.151,1.347
0.152,1.337
0.153,1.332
0.154,1.314
0.155,1.291
0.156,1.273
0.157,1.263
0.158,1.263
0.159,1.268
0.16,1.296
0.161,1.304
0.162,1.334
0.163,1.334
0.164,1.334
0.165,1.324
0.166,1.311
0.167,1.301
0.168,1.283
0.169,1.291
0.17,1.293
0.171,1.319
0.172,1.334
0.173,1.352
0.174,1.37
0.175,1.37
0.176,1.36
0.177,1.342
0.178,1.324
0.179,1.304
0.18,1.309
0.181,1.311
0.182,1.329
0.183,1.357
0.184,1.367
0.185,1.395
0.186,1.385
0.187,1.38
0.188,1.372
0.189,1.337
0.19,1.334
0.191,1.314
0.192,1.324
0.193,1.329
0.194,1.347
0.195,1.372
0.196,1.372
0.197,1.383
0.198,1.37
0.199,1.355
0.2,1.339
0.201,1.314
0.202,1.321
0.203,1.327
0.204,1.347
0.205,1.37
0.206,1.395
0.207,1.418
0.208,1.416
0.209,1.431
0.21,1.413
0.211,1.398
0.212,1.385
0.213,1.375
0.214,1.395
0.215,1.4
0.216,1.434
0.217,1.456
0.218,1.474
0.219,1.484
0.22,1.484
0.221,1.472
0.222,1.449
0.223,1.436
0.224,1.416
0.225,1.408
0.226,1.431
0.227,1.436
0.228,1.459
0.229,1.477
0.23,1.484
0.231,1.484
0.232,1.456
0.233,1.449
0.234,1.413
0.235,1.403
0.236,1.38
0.237,1.388
0.238,1.395
0.239,1.416
0.24,1.434
0.241,1.436
0.242,1.439
0.243,1.421
0.244,1.4
0.245,1.375
0.246,1.355
0.247,1.349
0.248,1.349
0.249,1.37
0.25,1.38
0.251,1.406
0.252,1.416
0.253,1.413
0.254,1.413
0.255,1.39
0.256,1.383
0.257,1.352
0.258,1.355
0.259,1.349
0.26,1.362
0.261,1.375
0.262,1.39
0.263,1.416
0.264,1.406
0.265,1.411
0.266,1.39
0.267,1.365
0.268,1.352
0.269,1.321
0.27,1.324
0.271,1.332
0.272,1.347
0.273,1.372
0.274,1.385
0.275,1.403
0.276,1.411
0.277,1.383
0.278,1.375
0.279,1.347
0.28,1.334
0.281,1.334
0.282,1.324
0.283,1.352
0.284,1.365
0.285,1.388
0.286,1.406
0.287,1.395
0.288,1.4
0.289,1.38
0.29,1.36
0.291,1.349
0.292,1.327
0.293,1.334
0.294,1.355
0.295,1.362
0.296,1.39
0.297,1.398
0.298,1.4
0.299,1.398
0.3,1.367
0.301,1.349
0.302,1.332
0.303,1.309
0.304,1.316
0.305,1.319
0.306,1.334
0.307,1.357
0.308,1.365
0.309,1.383
0.31,1.38
0.311,1.372
0.312,1.355
0.313,1.329
0.314,1.324
0.315,1.321
0.316,1.329
0.317,1.355
0.318,1.365
0.319,1.393
0.32,1.406
0.321,1.403
0.322,1.398
0.323,1.377
0.324,1.357
0.325,1.355
