#12V motor no. 1 x axis on table run at 12V,
0,1.431
0.000667,1.434
0.001333,1.431
0.002,1.426
0.002667,1.423
0.003333,1.434
0.004,1.413
0.004667,1.395
0.005333,1.39
0.006,1.388
0.006667,1.383
0.007333,1.36
0.008,1.355
0.008667,1.362
0.009333,1.352
0.01,1.349
0.010667,1.357
0.011333,1.362
0.012,1.367
0.012667,1.375
0.013333,1.37
0.014,1.4
0.014667,1.408
0.015333,1.411
0.016,1.431
0.016667,1.431
0.017333,1.439
0.018,1.428
0.018667,1.423
0.019333,1.434
0.02,1.421
0.020667,1.403
0.021333,1.395
0.022,1.383
0.022667,1.383
0.023333,1.357
0.024,1.355
0.024667,1.36
0.025333,1.352
0.026,1.344
0.026667,1.365
0.027333,1.362
0.028,1.37
0.028667,1.377
0.029333,1.395
0.03,1.406
0.030667,1.406
0.031333,1.423
0.032,1.441
0.032667,1.423
0.033333,1.428
0.034,1.431
0.034667,1.423
0.035333,1.426
0.036,1.413
0.036667,1.398
0.037333,1.4
0.038,1.388
0.038667,1.37
0.039333,1.36
0.04,1.357
0.040667,1.36
0.041333,1.357
0.042,1.352
0.042667,1.362
0.043333,1.37
0.044,1.375
0.044667,1.375
0.045333,1.398
0.046,1.411
0.046667,1.403
0.047333,1.431
0.048,1.436
0.048667,1.431
0.049333,1.434
0.05,1.431
0.050667,1.436
0.051333,1.418
0.052,1.406
0.052667,1.403
0.053333,1.385
0.054,1.377
0.054667,1.367
0.055333,1.37
0.056,1.355
0.056667,1.352
0.057333,1.352
0.058,1.357
0.058667,1.372
0.059333,1.372
0.06,1.383
0.060667,1.393
0.061333,1.406
0.062,1.403
0.062667,1.418
0.063333,1.441
0.064,1.431
0.064667,1.426
0.065333,1.431
0.066,1.436
0.066667,1.426
0.067333,1.416
0.068,1.416
0.068667,1.388
0.069333,1.38
0.07,1.375
0.070667,1.362
0.071333,1.362
0.072,1.344
0.072667,1.347
0.073333,1.365
0.074,1.365
0.074667,1.365
0.075333,1.372
0.076,1.375
0.076667,1.395
0.077333,1.411
0.078,1.406
0.078667,1.421
0.079333,1.436
0.08,1.423
0.080667,1.431
0.081333,1.423
0.082,1.423
0.082667,1.436
0.083333,1.411
0.084,1.395
0.084667,1.398
0.085333,1.385
0.086,1.375
0.086667,1.357
0.087333,1.352
0.088,1.352
0.088667,1.352
0.089333,1.349
0.09,1.357
0.090667,1.362
0.091333,1.385
0.092,1.38
0.092667,1.383
0.093333,1.421
0.094,1.416
0.094667,1.423
0.095333,1.434
0.096,1.434
0.096667,1.439
0.097333,1.426
0.098,1.423
0.098667,1.434
0.099333,1.416
0.1,1.393
0.100667,1.39
0.101333,1.375
0.102,1.375
0.102667,1.362
0.103333,1.342
0.104,1.355
0.104667,1.36
0.105333,1.355
0.106,1.36
0.106667,1.362
0.107333,1.383
0.108,1.377
0.108667,1.393
0.109333,1.411
0.11,1.416
0.110667,1.428
0.111333,1.418
0.112,1.428
0.112667,1.439
0.113333,1.428
0.114,1.416
0.114667,1.418
0.115333,1.416
0.116,1.395
0.116667,1.38
0.117333,1.38
0.118,1.372
0.118667,1.36
0.119333,1.355
0.12,1.357
0.120667,1.362
0.121333,1.365
0.122,1.365
0.122667,1.375
0.123333,1.395
0.124,1.393
0.124667,1.406
0.125333,1.406
0.126,1.428
0.126667,1.439
0.127333,1.428
0.128,1.434
0.128667,1.431
0.129333,1.436
0.13,1.423
0.130667,1.406
0.131333,1.403
0.132,1.395
0.132667,1.377
0.133333,1.365
0.134,1.36
0.134667,1.362
0.135333,1.355
0.136,1.344
0.136667,1.362
0.137333,1.372
0.138,1.37
0.138667,1.377
0.139333,1.385
0.14,1.403
0.140667,1.426
0.141333,1.416
0.142,1.431
0.142667,1.444
0.143333,1.441
0.144,1.441
0.144667,1.431
0.145333,1.423
0.146,1.428
0.146667,1.426
0.147333,1.398
0.148,1.388
0.148667,1.383
0.149333,1.372
0.15,1.36
0.150667,1.344
0.151333,1.347
0.152,1.36
0.152667,1.352
0.153333,1.355
0.154,1.372
0.154667,1.385
0.155333,1.383
0.156,1.403
0.156667,1.416
0.157333,1.426
0.158,1.444
0.158667,1.434
0.159333,1.434
0.16,1.446
0.160667,1.439
0.161333,1.436
0.162,1.421
0.162667,1.413
0.163333,1.411
0.164,1.393
0.164667,1.377
0.165333,1.375
0.166,1.37
0.166667,1.357
0.167333,1.355
0.168,1.349
0.168667,1.362
0.169333,1.367
0.17,1.383
0.170667,1.37
0.171333,1.385
0.172,1.416
0.172667,1.406
0.173333,1.426
0.174,1.426
0.174667,1.421
0.175333,1.446
0.176,1.431
0.176667,1.421
0.177333,1.431
0.178,1.416
0.178667,1.408
0.179333,1.388
0.18,1.383
0.180667,1.388
0.181333,1.365
0.182,1.365
0.182667,1.36
0.183333,1.355
0.184,1.37
0.184667,1.37
0.185333,1.36
0.186,1.388
0.186667,1.393
0.187333,1.395
0.188,1.416
0.188667,1.416
0.189333,1.428
0.19,1.439
0.190667,1.423
0.191333,1.431
0.192,1.423
0.192667,1.423
0.193333,1.421
0.194,1.395
0.194667,1.395
0.195333,1.395
0.196,1.37
0.196667,1.362
0.197333,1.355
0.198,1.352
0.198667,1.357
0.199333,1.355
0.2,1.352
0.200667,1.36
0.201333,1.377
0.202,1.377
0.202667,1.372
0.203333,1.4
0.204,1.413
0.204667,1.423
0.205333,1.436
0.206,1.423
0.206667,1.434
0.207333,1.444
0.208,1.436
0.208667,1.431
0.209333,1.411
0.21,1.411
0.210667,1.4
0.211333,1.385
0.212,1.375
0.212667,1.362
0.213333,1.365
0.214,1.355
0.214667,1.342
0.215333,1.357
0.216,1.357
0.216667,1.355
0.217333,1.37
0.218,1.375
0.218667,1.383
0.219333,1.408
0.22,1.408
0.220667,1.423
0.221333,1.436
0.222,1.426
0.222667,1.434
0.223333,1.428
0.224,1.431
0.224667,1.423
0.225333,1.406
0.226,1.406
0.226667,1.398
0.227333,1.38
0.228,1.37
0.228667,1.365
0.229333,1.365
0.23,1.355
0.230667,1.349
0.231333,1.357
0.232,1.365
0.232667,1.362
0.233333,1.375
0.234,1.383
0.234667,1.395
0.235333,1.406
0.236,1.408
0.236667,1.436
0.237333,1.426
0.238,1.418
0.238667,1.436
0.239333,1.423
0.24,1.418
0.240667,1.418
0.241333,1.411
0.242,1.395
0.242667,1.377
0.243333,1.37
0.244,1.375
0.244667,1.36
0.245333,1.352
0.246,1.349
0.246667,1.347
0.247333,1.362
0.248,1.355
0.248667,1.372
0.249333,1.39
0.25,1.38
0.250667,1.406
0.251333,1.416
0.252,1.428
0.252667,1.436
0.253333,1.431
0.254,1.431
0.254667,1.446
0.255333,1.428
0.256,1.416
0.256667,1.416
0.257333,1.408
0.258,1.39
0.258667,1.38
0.259333,1.375
0.26,1.357
0.260667,1.344
0.261333,1.347
0.262,1.347
0.262667,1.339
0.263333,1.355
0.264,1.362
0.264667,1.37
0.265333,1.375
0.266,1.383
0.266667,1.413
0.267333,1.411
0.268,1.418
0.268667,1.446
0.269333,1.426
0.27,1.436
0.270667,1.439
0.271333,1.426
0.272,1.428
0.272667,1.406
0.273333,1.4
0.274,1.408
0.274667,1.377
0.275333,1.37
0.276,1.37
0.276667,1.347
0.277333,1.349
0.278,1.355
0.278667,1.357
0.279333,1.362
0.28,1.357
0.280667,1.375
0.281333,1.39
0.282,1.395
0.282667,1.413
0.283333,1.416
0.284,1.426
0.284667,1.423
0.285333,1.428
0.286,1.436
0.286667,1.423
