"#12 V motor (1) Z axis On the table, run at 12 V, using tape",
Time - Voltage - Voltage,Amplitude - Voltage - Voltage
11.876,1.39
11.876667,1.39
11.877333,1.398
11.878,1.39
11.878667,1.383
11.879333,1.395
11.88,1.39
11.880667,1.395
11.881333,1.4
11.882,1.39
11.882667,1.393
11.883333,1.393
11.884,1.385
11.884667,1.385
11.885333,1.388
11.886,1.403
11.886667,1.4
11.887333,1.395
11.888,1.398
11.888667,1.39
11.889333,1.395
11.89,1.406
11.890667,1.39
11.891333,1.375
11.892,1.385
11.892667,1.406
11.893333,1.4
11.894,1.39
11.894667,1.395
11.895333,1.408
11.896,1.398
11.896667,1.4
11.897333,1.393
11.898,1.398
11.898667,1.395
11.899333,1.398
11.9,1.388
11.900667,1.398
11.901333,1.393
11.902,1.39
11.902667,1.408
11.903333,1.413
11.904,1.383
11.904667,1.39
11.905333,1.398
11.906,1.4
11.906667,1.383
11.907333,1.375
11.908,1.383
11.908667,1.393
11.909333,1.398
11.91,1.395
11.910667,1.393
11.911333,1.385
11.912,1.395
11.912667,1.393
11.913333,1.393
11.914,1.4
11.914667,1.39
11.915333,1.403
11.916,1.403
11.916667,1.406
11.917333,1.395
11.918,1.388
11.918667,1.408
11.919333,1.398
11.92,1.385
11.920667,1.403
11.921333,1.4
11.922,1.398
11.922667,1.388
11.923333,1.395
11.924,1.39
11.924667,1.39
11.925333,1.4
11.926,1.395
11.926667,1.4
11.927333,1.403
11.928,1.395
11.928667,1.39
11.929333,1.406
11.93,1.39
11.930667,1.393
11.931333,1.403
11.932,1.403
11.932667,1.39
11.933333,1.39
11.934,1.395
11.934667,1.395
11.935333,1.39
11.936,1.393
11.936667,1.39
11.937333,1.393
11.938,1.393
11.938667,1.393
11.939333,1.38
11.94,1.395
11.940667,1.395
11.941333,1.39
11.942,1.395
11.942667,1.4
11.943333,1.39
11.944,1.375
11.944667,1.406
11.945333,1.395
11.946,1.383
11.946667,1.395
11.947333,1.39
11.948,1.388
11.948667,1.395
11.949333,1.385
11.95,1.395
11.950667,1.403
11.951333,1.39
11.952,1.383
11.952667,1.398
11.953333,1.403
11.954,1.395
11.954667,1.39
11.955333,1.398
11.956,1.393
11.956667,1.4
11.957333,1.395
11.958,1.39
11.958667,1.393
11.959333,1.395
11.96,1.395
11.960667,1.39
11.961333,1.398
11.962,1.393
11.962667,1.39
11.963333,1.406
11.964,1.395
11.964667,1.385
11.965333,1.39
11.966,1.4
11.966667,1.39
11.967333,1.398
11.968,1.385
11.968667,1.398
11.969333,1.395
11.97,1.411
11.970667,1.385
11.971333,1.375
11.972,1.395
11.972667,1.4
11.973333,1.395
11.974,1.395
11.974667,1.413
11.975333,1.393
11.976,1.398
11.976667,1.403
11.977333,1.398
11.978,1.372
11.978667,1.4
11.979333,1.395
11.98,1.393
11.980667,1.393
11.981333,1.398
11.982,1.39
11.982667,1.395
11.983333,1.395
11.984,1.395
11.984667,1.388
11.985333,1.4
11.986,1.388
11.986667,1.39
11.987333,1.395
11.988,1.398
11.988667,1.385
11.989333,1.39
11.99,1.395
11.990667,1.385
11.991333,1.383
11.992,1.398
11.992667,1.4
11.993333,1.395
11.994,1.385
11.994667,1.395
11.995333,1.398
11.996,1.385
11.996667,1.39
11.997333,1.406
11.998,1.395
11.998667,1.4
11.999333,1.39
12,1.4
12.000667,1.393
12.001333,1.4
12.002,1.388
12.002667,1.375
12.003333,1.39
12.004,1.406
12.004667,1.393
12.005333,1.385
12.006,1.388
12.006667,1.4
12.007333,1.393
12.008,1.4
12.008667,1.403
12.009333,1.39
12.01,1.39
12.010667,1.413
12.011333,1.406
12.012,1.385
12.012667,1.388
12.013333,1.4
12.014,1.403
12.014667,1.393
12.015333,1.408
12.016,1.39
12.016667,1.395
12.017333,1.4
12.018,1.4
12.018667,1.377
12.019333,1.4
12.02,1.411
12.020667,1.39
12.021333,1.39
12.022,1.406
12.022667,1.398
12.023333,1.388
12.024,1.39
12.024667,1.395
12.025333,1.377
12.026,1.398
12.026667,1.406
12.027333,1.385
12.028,1.388
12.028667,1.388
12.029333,1.393
12.03,1.395
12.030667,1.395
12.031333,1.388
12.032,1.403
12.032667,1.398
12.033333,1.39
12.034,1.39
12.034667,1.39
12.035333,1.393
12.036,1.393
12.036667,1.398
12.037333,1.393
12.038,1.393
12.038667,1.393
12.039333,1.388
12.04,1.395
12.040667,1.395
12.041333,1.39
12.042,1.403
12.042667,1.406
12.043333,1.39
12.044,1.383
12.044667,1.408
12.045333,1.393
12.046,1.377
12.046667,1.385
12.047333,1.403
12.048,1.398
12.048667,1.395
12.049333,1.385
12.05,1.39
12.050667,1.406
12.051333,1.398
12.052,1.408
12.052667,1.383
12.053333,1.39
12.054,1.39
12.054667,1.383
12.055333,1.393
12.056,1.393
12.056667,1.385
12.057333,1.38
12.058,1.4
12.058667,1.388
12.059333,1.39
12.06,1.398
12.060667,1.4
12.061333,1.395
12.062,1.403
12.062667,1.388
12.063333,1.388
12.064,1.39
12.064667,1.403
12.065333,1.383
12.066,1.385
12.066667,1.4
12.067333,1.4
12.068,1.393
12.068667,1.393
12.069333,1.406
12.07,1.383
12.070667,1.398
12.071333,1.395
12.072,1.393
12.072667,1.393
12.073333,1.4
12.074,1.395
12.074667,1.395
12.075333,1.393
12.076,1.393
12.076667,1.403
12.077333,1.388
12.078,1.388
12.078667,1.375
12.079333,1.39
12.08,1.406
12.080667,1.39
12.081333,1.39
12.082,1.411
12.082667,1.388
12.083333,1.395
12.084,1.398
12.084667,1.395
12.085333,1.372
12.086,1.393
12.086667,1.4
12.087333,1.395
12.088,1.395
12.088667,1.395
12.089333,1.39
12.09,1.406
12.090667,1.4
12.091333,1.393
12.092,1.383
12.092667,1.4
12.093333,1.393
12.094,1.39
12.094667,1.395
12.095333,1.395
12.096,1.395
12.096667,1.377
12.097333,1.393
12.098,1.39
12.098667,1.393
12.099333,1.39
12.1,1.398
12.100667,1.393
12.101333,1.395
12.102,1.385
12.102667,1.395
12.103333,1.385
12.104,1.398
12.104667,1.398
12.105333,1.377
12.106,1.393
12.106667,1.395
12.107333,1.388
12.108,1.393
12.108667,1.395
12.109333,1.395
12.11,1.38
12.110667,1.395
12.111333,1.408
12.112,1.403
12.112667,1.383
12.113333,1.395
12.114,1.406
12.114667,1.393
12.115333,1.395
12.116,1.385
12.116667,1.403
12.117333,1.39
12.118,1.395
12.118667,1.406
12.119333,1.388
12.12,1.39
12.120667,1.395
12.121333,1.4
12.122,1.388
12.122667,1.383
12.123333,1.395
12.124,1.395
12.124667,1.383
12.125333,1.395
12.126,1.403
12.126667,1.398
12.127333,1.398
12.128,1.398
12.128667,1.383
12.129333,1.383
12.13,1.395
12.130667,1.395
12.131333,1.385
12.132,1.395
12.132667,1.411
12.133333,1.39
12.134,1.388
12.134667,1.403
12.135333,1.398
12.136,1.385
12.136667,1.395
12.137333,1.403
12.138,1.398
12.138667,1.39
12.139333,1.403
12.14,1.383
12.140667,1.398
12.141333,1.393
12.142,1.395
12.142667,1.39
12.143333,1.395
12.144,1.398
12.144667,1.388
12.145333,1.383
12.146,1.398
12.146667,1.395
12.147333,1.383
12.148,1.383
12.148667,1.398
12.149333,1.39
12.15,1.393
12.150667,1.406
12.151333,1.398
12.152,1.385
12.152667,1.383
12.153333,1.406
12.154,1.395
12.154667,1.383
12.155333,1.395
12.156,1.4
12.156667,1.408
12.157333,1.383
12.158,1.403
12.158667,1.395
12.159333,1.393
12.16,1.39
12.160667,1.393
12.161333,1.39
12.162,1.395
12.162667,1.393
12.163333,1.4
12.164,1.393
12.164667,1.388
12.165333,1.39
12.166,1.398
12.166667,1.4
12.167333,1.39
12.168,1.403
12.168667,1.395
12.169333,1.411
12.17,1.398
12.170667,1.393
12.171333,1.383
12.172,1.4
12.172667,1.408
12.173333,1.385
12.174,1.39
12.174667,1.406
12.175333,1.395
12.176,1.395
12.176667,1.403
12.177333,1.403
12.178,1.395
12.178667,1.39
12.179333,1.398
12.18,1.395
12.180667,1.398
12.181333,1.398
12.182,1.39
12.182667,1.39
12.183333,1.395
12.184,1.395
12.184667,1.388
12.185333,1.395
12.186,1.393
12.186667,1.39
12.187333,1.398
12.188,1.398
12.188667,1.383
12.189333,1.393
12.19,1.395
12.190667,1.4
12.191333,1.39
12.192,1.39
12.192667,1.39
12.193333,1.388
12.194,1.395
12.194667,1.4
12.195333,1.385
12.196,1.393
12.196667,1.393
12.197333,1.39
12.198,1.398
12.198667,1.398
12.199333,1.395
12.2,1.39
12.200667,1.411
12.201333,1.403
12.202,1.388
12.202667,1.403
12.203333,1.4
12.204,1.395
12.204667,1.393
12.205333,1.385
12.206,1.406
12.206667,1.388
12.207333,1.395
12.208,1.393
12.208667,1.411
12.209333,1.393
12.21,1.403
12.210667,1.395
12.211333,1.39
12.212,1.395
12.212667,1.403
12.213333,1.398
12.214,1.39
12.214667,1.398
12.215333,1.393
12.216,1.403
12.216667,1.393
12.217333,1.4
12.218,1.39
12.218667,1.398
12.219333,1.406
12.22,1.393
12.220667,1.383
12.221333,1.395
12.222,1.398
12.222667,1.398
12.223333,1.38
12.224,1.385
12.224667,1.395
12.225333,1.393
12.226,1.395
12.226667,1.388
12.227333,1.375
12.228,1.383
12.228667,1.395
12.229333,1.4
12.23,1.395
12.230667,1.398
12.231333,1.39
12.232,1.395
12.232667,1.395
12.233333,1.403
12.234,1.39
12.234667,1.388
12.235333,1.395
12.236,1.4
12.236667,1.385
12.237333,1.398
12.238,1.403
12.238667,1.395
12.239333,1.385
12.24,1.4
12.240667,1.398
12.241333,1.393
12.242,1.395
12.242667,1.403
12.243333,1.411
12.244,1.398
12.244667,1.385
12.245333,1.403
12.246,1.395
12.246667,1.383
12.247333,1.385
12.248,1.4
12.248667,1.388
12.249333,1.398
12.25,1.406
12.250667,1.393
12.251333,1.393
12.252,1.395
12.252667,1.39
12.253333,1.39
12.254,1.408
12.254667,1.385
12.255333,1.385
12.256,1.393
12.256667,1.411
12.257333,1.395
12.258,1.383
12.258667,1.4
12.259333,1.403
12.26,1.395
12.260667,1.393
12.261333,1.403
12.262,1.39
12.262667,1.398
12.263333,1.39
12.264,1.395
12.264667,1.395
12.265333,1.395
12.266,1.385
12.266667,1.395
12.267333,1.406
12.268,1.39
12.268667,1.385
12.269333,1.395
12.27,1.398
12.270667,1.393
12.271333,1.39
12.272,1.393
12.272667,1.395
12.273333,1.388
12.274,1.39
12.274667,1.395
12.275333,1.385
12.276,1.418
12.276667,1.406
12.277333,1.393
12.278,1.398
12.278667,1.393
12.279333,1.406
12.28,1.393
12.280667,1.393
12.281333,1.398
12.282,1.395
12.282667,1.398
12.283333,1.4
12.284,1.385
12.284667,1.388
12.285333,1.411
12.286,1.395
12.286667,1.39
12.287333,1.385
12.288,1.395
12.288667,1.406
12.289333,1.393
12.29,1.395
12.290667,1.385
12.291333,1.385
12.292,1.398
12.292667,1.39
12.293333,1.39
12.294,1.39
12.294667,1.385
12.295333,1.383
12.296,1.398
12.296667,1.393
12.297333,1.388
12.298,1.4
12.298667,1.4
12.299333,1.4
12.3,1.39
12.300667,1.4
12.301333,1.398
12.302,1.388
12.302667,1.39
12.303333,1.395
12.304,1.388
12.304667,1.4
12.305333,1.395
12.306,1.385
12.306667,1.411
12.307333,1.395
12.308,1.395
12.308667,1.39
12.309333,1.403
12.31,1.395
12.310667,1.383
12.311333,1.406
12.312,1.398
12.312667,1.383
12.313333,1.393
12.314,1.4
12.314667,1.395
12.315333,1.39
12.316,1.395
12.316667,1.4
12.317333,1.39
12.318,1.395
12.318667,1.388
12.319333,1.383
12.32,1.393
12.320667,1.395
12.321333,1.403
12.322,1.406
12.322667,1.393
12.323333,1.4
12.324,1.395
12.324667,1.403
12.325333,1.39
12.326,1.395
12.326667,1.383
12.327333,1.395
12.328,1.395
12.328667,1.398
12.329333,1.385
12.33,1.39
12.330667,1.403
12.331333,1.393
12.332,1.385
12.332667,1.39
12.333333,1.406
12.334,1.383
12.334667,1.395
12.335333,1.403
12.336,1.398
12.336667,1.395
12.337333,1.395
12.338,1.395
12.338667,1.395
12.339333,1.395
12.34,1.4
12.340667,1.395
12.341333,1.39
12.342,1.395
12.342667,1.406
12.343333,1.406
12.344,1.395
12.344667,1.388
12.345333,1.403
12.346,1.395
12.346667,1.395
12.347333,1.393
12.348,1.395
12.348667,1.39
12.349333,1.403
12.35,1.398
12.350667,1.4
12.351333,1.393
12.352,1.395
12.352667,1.398
12.353333,1.383
12.354,1.393
12.354667,1.418
12.355333,1.395
12.356,1.388
12.356667,1.393
12.357333,1.406
12.358,1.393
12.358667,1.393
12.359333,1.398
12.36,1.395
12.360667,1.388
12.361333,1.395
12.362,1.418
12.362667,1.395
12.363333,1.4
12.364,1.398
12.364667,1.4
12.365333,1.385
12.366,1.393
12.366667,1.385
12.367333,1.393
12.368,1.395
12.368667,1.39
12.369333,1.385
12.37,1.398
12.370667,1.395
12.371333,1.39
12.372,1.383
12.372667,1.403
12.373333,1.395
12.374,1.383
12.374667,1.398
12.375333,1.393
12.376,1.39
12.376667,1.398
12.377333,1.413
12.378,1.39
12.378667,1.388
12.379333,1.4
12.38,1.395
12.380667,1.393
12.381333,1.395
12.382,1.393
12.382667,1.388
12.383333,1.403
12.384,1.393
12.384667,1.383
12.385333,1.393
12.386,1.416
12.386667,1.39
12.387333,1.39
12.388,1.406
12.388667,1.393
12.389333,1.39
12.39,1.413
12.390667,1.395
12.391333,1.393
12.392,1.388
12.392667,1.395
12.393333,1.393
12.394,1.39
12.394667,1.39
12.395333,1.393
12.396,1.395
12.396667,1.408
12.397333,1.39
12.398,1.37
12.398667,1.395
12.399333,1.395
12.4,1.388
12.400667,1.395
12.401333,1.395
12.402,1.39
12.402667,1.393
12.403333,1.4
12.404,1.39
12.404667,1.393
12.405333,1.398
12.406,1.39
12.406667,1.403
12.407333,1.395
12.408,1.388
12.408667,1.395
12.409333,1.395
12.41,1.398
12.410667,1.388
12.411333,1.398
12.412,1.388
12.412667,1.393
12.413333,1.388
12.414,1.398
12.414667,1.39
12.415333,1.403
12.416,1.4
12.416667,1.393
12.417333,1.388
12.418,1.398
12.418667,1.406
12.419333,1.39
12.42,1.403
12.420667,1.398
12.421333,1.395
12.422,1.38
12.422667,1.398
12.423333,1.395
12.424,1.388
12.424667,1.398
12.425333,1.395
12.426,1.385
12.426667,1.38
12.427333,1.403
12.428,1.395
12.428667,1.406
12.429333,1.393
12.43,1.406
12.430667,1.395
12.431333,1.4
12.432,1.406
12.432667,1.385
12.433333,1.403
12.434,1.403
12.434667,1.383
12.435333,1.388
12.436,1.395
12.436667,1.39
12.437333,1.393
12.438,1.395
12.438667,1.39
12.439333,1.388
12.44,1.395
12.440667,1.393
12.441333,1.393
12.442,1.393
12.442667,1.39
12.443333,1.383
12.444,1.406
12.444667,1.385
12.445333,1.375
12.446,1.39
12.446667,1.393
12.447333,1.385
12.448,1.395
12.448667,1.4
12.449333,1.406
12.45,1.385
12.450667,1.395
12.451333,1.403
12.452,1.395
12.452667,1.39
12.453333,1.398
12.454,1.403
12.454667,1.388
12.455333,1.395
12.456,1.4
12.456667,1.395
12.457333,1.388
12.458,1.395
12.458667,1.395
12.459333,1.393
12.46,1.395
12.460667,1.403
12.461333,1.395
12.462,1.39
12.462667,1.398
12.463333,1.395
12.464,1.395
12.464667,1.406
12.465333,1.403
12.466,1.39
12.466667,1.406
12.467333,1.393
12.468,1.385
12.468667,1.395
12.469333,1.408
12.47,1.398
12.470667,1.385
12.471333,1.395
12.472,1.4
12.472667,1.395
12.473333,1.393
12.474,1.395
12.474667,1.385
12.475333,1.4
12.476,1.4
12.476667,1.385
12.477333,1.39
12.478,1.403
12.478667,1.395
12.479333,1.385
12.48,1.395
12.480667,1.411
12.481333,1.388
12.482,1.408
12.482667,1.4
12.483333,1.398
12.484,1.385
12.484667,1.385
12.485333,1.403
12.486,1.388
12.486667,1.39
12.487333,1.406
12.488,1.403
12.488667,1.393
12.489333,1.395
12.49,1.39
12.490667,1.4
12.491333,1.39
12.492,1.408
12.492667,1.395
12.493333,1.395
12.494,1.395
12.494667,1.406
12.495333,1.393
12.496,1.39
12.496667,1.413
12.497333,1.39
12.498,1.393
12.498667,1.4
12.499333,1.403
12.5,1.393
12.500667,1.395
12.501333,1.398
12.502,1.406
12.502667,1.398
12.503333,1.398
12.504,1.4
12.504667,1.388
12.505333,1.388
12.506,1.393
12.506667,1.4
12.507333,1.393
12.508,1.383
12.508667,1.393
12.509333,1.395
12.51,1.39
12.510667,1.398
12.511333,1.398
12.512,1.388
12.512667,1.395
12.513333,1.408
12.514,1.395
12.514667,1.395
12.515333,1.393
12.516,1.403
12.516667,1.385
12.517333,1.395
12.518,1.395
12.518667,1.393
12.519333,1.39
12.52,1.4
12.520667,1.388
12.521333,1.393
12.522,1.385
12.522667,1.395
12.523333,1.398
12.524,1.38
12.524667,1.377
12.525333,1.398
12.526,1.395
12.526667,1.385
12.527333,1.395
12.528,1.403
12.528667,1.39
12.529333,1.393
12.53,1.406
12.530667,1.4
12.531333,1.388
12.532,1.395
12.532667,1.416
12.533333,1.395
12.534,1.383
12.534667,1.398
12.535333,1.406
12.536,1.39
12.536667,1.398
12.537333,1.4
12.538,1.393
12.538667,1.395
12.539333,1.39
12.54,1.395
12.540667,1.395
12.541333,1.393
12.542,1.406
12.542667,1.395
12.543333,1.39
12.544,1.39
12.544667,1.413
12.545333,1.39
12.546,1.39
12.546667,1.398
12.547333,1.406
12.548,1.383
12.548667,1.4
12.549333,1.398
12.55,1.395
12.550667,1.39
12.551333,1.4
12.552,1.39
12.552667,1.385
12.553333,1.403
12.554,1.406
12.554667,1.395
12.555333,1.388
12.556,1.395
12.556667,1.398
12.557333,1.39
12.558,1.395
12.558667,1.403
12.559333,1.395
12.56,1.395
12.560667,1.403
12.561333,1.398
12.562,1.39
12.562667,1.39
12.563333,1.398
12.564,1.39
12.564667,1.395
12.565333,1.39
12.566,1.406
12.566667,1.393
12.567333,1.38
12.568,1.39
12.568667,1.406
12.569333,1.383
12.57,1.403
12.570667,1.398
12.571333,1.393
12.572,1.395
12.572667,1.398
12.573333,1.403
12.574,1.395
12.574667,1.39
12.575333,1.403
12.576,1.4
12.576667,1.398
12.577333,1.395
12.578,1.398
12.578667,1.385
12.579333,1.393
12.58,1.408
12.580667,1.398
12.581333,1.388
12.582,1.39
12.582667,1.406
12.583333,1.395
12.584,1.393
12.584667,1.39
12.585333,1.403
12.586,1.398
12.586667,1.39
12.587333,1.398
12.588,1.39
12.588667,1.39
12.589333,1.398
12.59,1.398
12.590667,1.388
12.591333,1.388
12.592,1.383
12.592667,1.398
12.593333,1.39
12.594,1.395
12.594667,1.4
12.595333,1.393
12.596,1.398
12.596667,1.398
12.597333,1.39
12.598,1.395
12.598667,1.406
12.599333,1.411
12.6,1.385
12.600667,1.39
12.601333,1.406
12.602,1.393
12.602667,1.398
12.603333,1.4
12.604,1.395
12.604667,1.395
12.605333,1.393
12.606,1.388
12.606667,1.393
12.607333,1.383
12.608,1.39
12.608667,1.398
12.609333,1.393
12.61,1.39
12.610667,1.385
12.611333,1.413
12.612,1.393
12.612667,1.395
12.613333,1.395
12.614,1.4
12.614667,1.416
12.615333,1.39
12.616,1.395
12.616667,1.395
12.617333,1.388
12.618,1.398
12.618667,1.395
12.619333,1.39
12.62,1.388
12.620667,1.4
12.621333,1.395
12.622,1.388
12.622667,1.406
12.623333,1.393
12.624,1.395
12.624667,1.385
12.625333,1.398
12.626,1.4
12.626667,1.39
12.627333,1.385
12.628,1.398
12.628667,1.398
12.629333,1.39
12.63,1.393
12.630667,1.403
12.631333,1.411
12.632,1.385
12.632667,1.395
12.633333,1.4
12.634,1.4
12.634667,1.38
12.635333,1.377
12.636,1.406
12.636667,1.398
12.637333,1.395
12.638,1.393
12.638667,1.395
12.639333,1.403
12.64,1.39
12.640667,1.406
12.641333,1.398
12.642,1.385
12.642667,1.395
12.643333,1.406
12.644,1.398
12.644667,1.39
12.645333,1.385
12.646,1.4
12.646667,1.398
12.647333,1.395
12.648,1.4
12.648667,1.39
12.649333,1.39
12.65,1.395
12.650667,1.393
12.651333,1.385
12.652,1.395
12.652667,1.406
12.653333,1.393
12.654,1.395
12.654667,1.4
12.655333,1.383
12.656,1.39
12.656667,1.395
12.657333,1.406
12.658,1.393
12.658667,1.383
12.659333,1.393
12.66,1.395
12.660667,1.385
12.661333,1.39
12.662,1.406
12.662667,1.395
12.663333,1.375
12.664,1.393
12.664667,1.395
12.665333,1.395
12.666,1.39
12.666667,1.398
12.667333,1.398
12.668,1.395
12.668667,1.393
12.669333,1.395
12.67,1.39
12.670667,1.395
12.671333,1.418
12.672,1.398
12.672667,1.39
12.673333,1.39
12.674,1.4
12.674667,1.406
12.675333,1.408
12.676,1.39
12.676667,1.393
12.677333,1.398
12.678,1.39
12.678667,1.406
12.679333,1.39
12.68,1.383
12.680667,1.411
12.681333,1.395
12.682,1.388
12.682667,1.395
12.683333,1.408
12.684,1.398
12.684667,1.395
12.685333,1.393
12.686,1.398
12.686667,1.395
12.687333,1.406
12.688,1.393
12.688667,1.385
12.689333,1.393
12.69,1.403
12.690667,1.398
12.691333,1.398
12.692,1.395
12.692667,1.393
12.693333,1.395
12.694,1.398
12.694667,1.398
12.695333,1.385
12.696,1.398
12.696667,1.406
12.697333,1.395
12.698,1.383
12.698667,1.393
12.699333,1.4
12.7,1.395
12.700667,1.393
12.701333,1.395
12.702,1.383
12.702667,1.38
12.703333,1.39
12.704,1.395
12.704667,1.388
12.705333,1.393
12.706,1.395
12.706667,1.383
12.707333,1.4
12.708,1.393
12.708667,1.39
12.709333,1.393
12.71,1.395
12.710667,1.385
12.711333,1.388
12.712,1.393
12.712667,1.406
12.713333,1.395
12.714,1.383
12.714667,1.403
12.715333,1.398
12.716,1.393
12.716667,1.395
12.717333,1.39
12.718,1.388
12.718667,1.388
12.719333,1.39
12.72,1.408
12.720667,1.39
12.721333,1.39
12.722,1.39
12.722667,1.403
12.723333,1.39
12.724,1.39
12.724667,1.395
12.725333,1.385
12.726,1.393
12.726667,1.398
12.727333,1.395
12.728,1.393
12.728667,1.4
12.729333,1.375
12.73,1.393
12.730667,1.39
12.731333,1.406
12.732,1.393
12.732667,1.395
12.733333,1.398
12.734,1.39
12.734667,1.385
12.735333,1.4
12.736,1.395
12.736667,1.393
12.737333,1.395
12.738,1.395
12.738667,1.4
12.739333,1.393
12.74,1.395
12.740667,1.395
12.741333,1.385
12.742,1.403
12.742667,1.395
12.743333,1.388
12.744,1.398
12.744667,1.403
12.745333,1.385
12.746,1.385
12.746667,1.388
12.747333,1.395
12.748,1.39
12.748667,1.395
12.749333,1.395
12.75,1.388
12.750667,1.413
12.751333,1.398
12.752,1.385
12.752667,1.393
12.753333,1.398
12.754,1.39
12.754667,1.383
12.755333,1.395
12.756,1.393
12.756667,1.393
12.757333,1.39
12.758,1.395
12.758667,1.383
12.759333,1.395
12.76,1.406
12.760667,1.388
12.761333,1.385
12.762,1.39
12.762667,1.403
12.763333,1.395
12.764,1.393
12.764667,1.395
12.765333,1.377
12.766,1.395
12.766667,1.398
12.767333,1.383
12.768,1.395
12.768667,1.398
12.769333,1.39
12.77,1.38
12.770667,1.4
12.771333,1.393
12.772,1.39
12.772667,1.395
12.773333,1.406
12.774,1.388
12.774667,1.39
12.775333,1.406
12.776,1.398
12.776667,1.395
12.777333,1.395
12.778,1.395
12.778667,1.395
12.779333,1.39
12.78,1.388
12.780667,1.393
12.781333,1.393
12.782,1.393
12.782667,1.4
12.783333,1.398
12.784,1.388
12.784667,1.388
12.785333,1.395
12.786,1.393
12.786667,1.39
12.787333,1.398
12.788,1.406
12.788667,1.388
12.789333,1.403
12.79,1.395
12.790667,1.395
12.791333,1.39
12.792,1.4
12.792667,1.388
12.793333,1.377
12.794,1.393
12.794667,1.403
12.795333,1.39
12.796,1.395
12.796667,1.395
12.797333,1.39
12.798,1.398
12.798667,1.395
12.799333,1.408
12.8,1.393
12.800667,1.4
12.801333,1.408
12.802,1.4
12.802667,1.393
12.803333,1.388
12.804,1.398
12.804667,1.411
12.805333,1.385
12.806,1.395
12.806667,1.4
12.807333,1.393
12.808,1.393
12.808667,1.4
12.809333,1.406
12.81,1.393
12.810667,1.403
12.811333,1.395
12.812,1.393
12.812667,1.395
12.813333,1.403
12.814,1.377
12.814667,1.395
12.815333,1.403
12.816,1.4
12.816667,1.393
12.817333,1.398
12.818,1.403
12.818667,1.393
12.819333,1.383
12.82,1.406
12.820667,1.398
12.821333,1.388
12.822,1.385
12.822667,1.406
12.823333,1.4
12.824,1.39
12.824667,1.39
12.825333,1.403
12.826,1.398
12.826667,1.39
12.827333,1.398
12.828,1.385
12.828667,1.393
12.829333,1.406
12.83,1.403
12.830667,1.393
12.831333,1.385
12.832,1.4
12.832667,1.398
12.833333,1.403
12.834,1.383
12.834667,1.398
12.835333,1.398
12.836,1.395
12.836667,1.406
12.837333,1.398
12.838,1.393
12.838667,1.395
12.839333,1.395
12.84,1.403
12.840667,1.385
12.841333,1.398
12.842,1.403
12.842667,1.398
12.843333,1.388
12.844,1.406
12.844667,1.398
12.845333,1.393
12.846,1.393
12.846667,1.395
12.847333,1.39
12.848,1.388
12.848667,1.416
12.849333,1.398
12.85,1.385
12.850667,1.39
12.851333,1.408
12.852,1.408
12.852667,1.39
12.853333,1.385
12.854,1.398
12.854667,1.4
12.855333,1.395
12.856,1.395
12.856667,1.395
12.857333,1.398
12.858,1.398
12.858667,1.4
12.859333,1.39
12.86,1.385
12.860667,1.395
12.861333,1.395
12.862,1.395
12.862667,1.398
12.863333,1.398
12.864,1.39
12.864667,1.39
12.865333,1.406
12.866,1.388
12.866667,1.38
12.867333,1.398
12.868,1.398
12.868667,1.4
12.869333,1.375
12.87,1.395
12.870667,1.398
12.871333,1.4
12.872,1.38
12.872667,1.383
12.873333,1.398
12.874,1.393
12.874667,1.393
12.875333,1.4
12.876,1.39
12.876667,1.395
12.877333,1.385
12.878,1.395
12.878667,1.393
12.879333,1.39
12.88,1.403
12.880667,1.403
12.881333,1.403
12.882,1.395
12.882667,1.388
12.883333,1.39
12.884,1.406
12.884667,1.395
12.885333,1.385
12.886,1.393
12.886667,1.406
12.887333,1.39
12.888,1.388
12.888667,1.388
12.889333,1.403
12.89,1.395
12.890667,1.395
12.891333,1.398
12.892,1.395
12.892667,1.39
12.893333,1.385
12.894,1.4
12.894667,1.39
12.895333,1.398
12.896,1.393
12.896667,1.408
12.897333,1.39
12.898,1.393
12.898667,1.383
12.899333,1.406
12.9,1.411
12.900667,1.393
12.901333,1.388
12.902,1.398
12.902667,1.4
12.903333,1.383
12.904,1.39
12.904667,1.395
12.905333,1.398
12.906,1.388
12.906667,1.385
12.907333,1.395
12.908,1.395
12.908667,1.395
12.909333,1.403
12.91,1.398
12.910667,1.385
12.911333,1.39
12.912,1.406
12.912667,1.408
12.913333,1.385
12.914,1.393
12.914667,1.4
12.915333,1.39
12.916,1.398
12.916667,1.4
12.917333,1.39
12.918,1.403
12.918667,1.403
12.919333,1.395
12.92,1.383
12.920667,1.403
12.921333,1.406
12.922,1.395
12.922667,1.383
12.923333,1.406
12.924,1.393
12.924667,1.385
12.925333,1.39
12.926,1.39
12.926667,1.385
12.927333,1.385
12.928,1.408
12.928667,1.393
12.929333,1.385
12.93,1.395
12.930667,1.4
12.931333,1.39
12.932,1.395
12.932667,1.395
12.933333,1.395
12.934,1.393
12.934667,1.395
12.935333,1.395
12.936,1.395
12.936667,1.39
12.937333,1.403
12.938,1.398
12.938667,1.383
12.939333,1.406
12.94,1.4
12.940667,1.393
12.941333,1.403
12.942,1.406
12.942667,1.393
12.943333,1.385
12.944,1.395
12.944667,1.406
12.945333,1.38
12.946,1.39
12.946667,1.406
12.947333,1.395
