"#12 V motor (1) Z axis On the table, run at 12 V, using tape",
Time - Voltage - Voltage,Amplitude - Voltage - Voltage
0.495333,1.388
0.496,1.388
0.496667,1.39
0.497333,1.395
0.498,1.393
0.498667,1.39
0.499333,1.4
0.5,1.39
0.500667,1.39
0.501333,1.398
0.502,1.39
0.502667,1.383
0.503333,1.385
0.504,1.4
0.504667,1.395
0.505333,1.393
0.506,1.398
0.506667,1.385
0.507333,1.38
0.508,1.4
0.508667,1.4
0.509333,1.385
0.51,1.395
0.510667,1.4
0.511333,1.395
0.512,1.395
0.512667,1.4
0.513333,1.393
0.514,1.403
0.514667,1.4
0.515333,1.398
0.516,1.395
0.516667,1.388
0.517333,1.395
0.518,1.383
0.518667,1.393
0.519333,1.395
0.52,1.39
0.520667,1.393
0.521333,1.398
0.522,1.393
0.522667,1.395
0.523333,1.395
0.524,1.393
0.524667,1.403
0.525333,1.398
0.526,1.39
0.526667,1.39
0.527333,1.406
0.528,1.395
0.528667,1.393
0.529333,1.406
0.53,1.4
0.530667,1.393
0.531333,1.408
0.532,1.39
0.532667,1.393
0.533333,1.398
0.534,1.393
0.534667,1.383
0.535333,1.395
0.536,1.403
0.536667,1.39
0.537333,1.395
0.538,1.4
0.538667,1.4
0.539333,1.39
0.54,1.408
0.540667,1.395
0.541333,1.395
0.542,1.398
0.542667,1.395
0.543333,1.393
0.544,1.403
0.544667,1.395
0.545333,1.403
0.546,1.408
0.546667,1.395
0.547333,1.395
0.548,1.406
0.548667,1.39
0.549333,1.403
0.55,1.4
0.550667,1.39
0.551333,1.393
0.552,1.403
0.552667,1.39
0.553333,1.393
0.554,1.398
0.554667,1.393
0.555333,1.39
0.556,1.393
0.556667,1.406
0.557333,1.388
0.558,1.406
0.558667,1.398
0.559333,1.4
0.56,1.388
0.560667,1.395
0.561333,1.393
0.562,1.4
0.562667,1.383
0.563333,1.393
0.564,1.4
0.564667,1.388
0.565333,1.398
0.566,1.39
0.566667,1.395
0.567333,1.395
0.568,1.4
0.568667,1.39
0.569333,1.395
0.57,1.393
0.570667,1.395
0.571333,1.398
0.572,1.398
0.572667,1.406
0.573333,1.39
0.574,1.39
0.574667,1.39
0.575333,1.4
0.576,1.385
0.576667,1.403
0.577333,1.398
0.578,1.388
0.578667,1.395
0.579333,1.395
0.58,1.395
0.580667,1.398
0.581333,1.406
0.582,1.39
0.582667,1.398
0.583333,1.395
0.584,1.4
0.584667,1.385
0.585333,1.385
0.586,1.395
0.586667,1.388
0.587333,1.4
0.588,1.403
0.588667,1.411
0.589333,1.383
0.59,1.398
0.590667,1.403
0.591333,1.383
0.592,1.393
0.592667,1.413
0.593333,1.39
0.594,1.395
0.594667,1.393
0.595333,1.39
0.596,1.39
0.596667,1.395
0.597333,1.408
0.598,1.395
0.598667,1.395
0.599333,1.4
0.6,1.395
0.600667,1.383
0.601333,1.398
0.602,1.393
0.602667,1.393
0.603333,1.403
0.604,1.398
0.604667,1.395
0.605333,1.398
0.606,1.406
0.606667,1.395
0.607333,1.38
0.608,1.395
0.608667,1.406
0.609333,1.39
0.61,1.39
0.610667,1.39
0.611333,1.403
0.612,1.393
0.612667,1.383
0.613333,1.383
0.614,1.395
0.614667,1.393
0.615333,1.395
0.616,1.4
0.616667,1.393
0.617333,1.383
0.618,1.395
0.618667,1.4
0.619333,1.393
0.62,1.395
0.620667,1.395
0.621333,1.395
0.622,1.395
0.622667,1.403
0.623333,1.395
0.624,1.395
0.624667,1.388
0.625333,1.395
0.626,1.39
0.626667,1.39
0.627333,1.398
0.628,1.403
0.628667,1.388
0.629333,1.393
0.63,1.403
0.630667,1.395
0.631333,1.383
0.632,1.403
0.632667,1.4
0.633333,1.393
0.634,1.393
0.634667,1.393
0.635333,1.406
0.636,1.383
0.636667,1.403
0.637333,1.406
0.638,1.395
0.638667,1.393
0.639333,1.398
0.64,1.393
0.640667,1.398
0.641333,1.395
0.642,1.403
0.642667,1.4
0.643333,1.395
0.644,1.406
0.644667,1.406
0.645333,1.395
0.646,1.403
0.646667,1.393
0.647333,1.39
0.648,1.403
0.648667,1.395
0.649333,1.395
0.65,1.388
0.650667,1.403
0.651333,1.398
0.652,1.39
0.652667,1.395
0.653333,1.393
0.654,1.39
0.654667,1.393
0.655333,1.406
0.656,1.395
0.656667,1.393
0.657333,1.395
0.658,1.395
0.658667,1.393
