"#12V motor run at 12V, 60 seconds, x axis",
Time - Voltage - Voltage_0,Amplitude - Voltage - Voltage_0
10.984,3.222m
10.984333,675.1u
10.984667,-1.872m
10.985,-3.146m
10.985333,-3.146m
10.985667,-1.872m
10.986,-1.872m
10.986333,3.222m
10.986667,-598.5u
10.987,675.1u
10.987333,-3.146m
10.987667,675.1u
10.988,1.949m
10.988333,3.222m
10.988667,3.222m
10.989,675.1u
10.989333,675.1u
10.989667,-3.146m
10.99,-598.5u
10.990333,675.1u
10.990667,-598.5u
10.991,675.1u
10.991333,-5.693m
10.991667,-5.693m
10.992,-1.872m
10.992333,-1.872m
10.992667,675.1u
10.993,1.949m
10.993333,-1.872m
10.993667,675.1u
10.994,-3.146m
10.994333,1.949m
10.994667,3.222m
10.995,5.769m
10.995333,5.769m
10.995667,3.222m
10.996,3.222m
10.996333,3.222m
10.996667,3.222m
10.997,675.1u
10.997333,4.496m
10.997667,1.949m
10.998,1.949m
10.998333,-598.5u
10.998667,3.222m
10.999,675.1u
10.999333,3.222m
10.999667,3.222m
11,675.1u
11.000333,1.949m
11.000667,1.949m
11.001,675.1u
11.001333,1.949m
11.001667,1.949m
11.002,-598.5u
11.002333,-598.5u
11.002667,-3.146m
11.003,-4.419m
11.003333,-1.872m
11.003667,-598.5u
11.004,675.1u
11.004333,675.1u
11.004667,-1.872m
11.005,-3.146m
11.005333,-5.693m
11.005667,-5.693m
11.006,675.1u
11.006333,675.1u
11.006667,3.222m
11.007,-598.5u
11.007333,-5.693m
11.007667,-4.419m
11.008,-598.5u
11.008333,675.1u
11.008667,3.222m
11.009,3.222m
11.009333,675.1u
11.009667,675.1u
11.01,-1.872m
11.010333,3.222m
11.010667,1.949m
11.011,5.769m
11.011333,5.769m
11.011667,3.222m
11.012,3.222m
11.012333,675.1u
11.012667,675.1u
11.013,3.222m
11.013333,7.043m
11.013667,3.222m
11.014,1.949m
11.014333,-1.872m
11.014667,-598.5u
11.015,1.949m
11.015333,1.949m
11.015667,3.222m
11.016,3.222m
11.016333,1.949m
11.016667,-598.5u
11.017,-3.146m
11.017333,-4.419m
11.017667,675.1u
11.018,3.222m
11.018333,1.949m
11.018667,675.1u
11.019,-1.872m
11.019333,-3.146m
11.019667,-5.693m
11.02,-1.872m
11.020333,-3.146m
11.020667,675.1u
11.021,-598.5u
11.021333,675.1u
11.021667,-6.966m
11.022,-6.966m
11.022333,-1.872m
11.022667,-1.872m
11.023,-598.5u
11.023333,1.949m
11.023667,-598.5u
11.024,-3.146m
11.024333,-4.419m
11.024667,675.1u
11.025,675.1u
11.025333,3.222m
11.025667,4.496m
11.026,1.949m
11.026333,3.222m
11.026667,3.222m
11.027,3.222m
11.027333,5.769m
11.027667,7.043m
11.028,3.222m
11.028333,3.222m
11.028667,1.949m
11.029,675.1u
11.029333,3.222m
11.029667,1.949m
11.03,4.496m
11.030333,3.222m
11.030667,1.949m
11.031,-3.146m
11.031333,1.949m
11.031667,675.1u
11.032,3.222m
11.032333,3.222m
11.032667,1.949m
11.033,675.1u
11.033333,-3.146m
11.033667,-3.146m
11.034,-3.146m
11.034333,-1.872m
11.034667,1.949m
11.035,-1.872m
11.035333,-598.5u
11.035667,-3.146m
11.036,-4.419m
11.036333,-1.872m
11.036667,-1.872m
11.037,-598.5u
11.037333,675.1u
11.037667,-3.146m
11.038,-3.146m
11.038333,-4.419m
11.038667,-4.419m
11.039,-3.146m
11.039333,1.949m
11.039667,3.222m
11.04,3.222m
11.040333,675.1u
11.040667,-3.146m
11.041,-1.872m
11.041333,4.496m
11.041667,4.496m
11.042,3.222m
11.042333,5.769m
11.042667,675.1u
11.043,675.1u
11.043333,1.949m
11.043667,1.949m
11.044,5.769m
11.044333,3.222m
11.044667,675.1u
11.045,-598.5u
11.045333,3.222m
11.045667,1.949m
11.046,4.496m
11.046333,1.949m
11.046667,1.949m
11.047,-1.872m
11.047333,-3.146m
11.047667,1.949m
11.048,-598.5u
11.048333,1.949m
11.048667,1.949m
11.049,-598.5u
11.049333,-598.5u
11.049667,-598.5u
11.05,-598.5u
11.050333,1.949m
11.050667,1.949m
11.051,1.949m
11.051333,-1.872m
11.051667,-3.146m
11.052,-3.146m
11.052333,-1.872m
11.052667,675.1u
11.053,675.1u
11.053333,-3.146m
11.053667,-1.872m
11.054,-5.693m
11.054333,-4.419m
11.054667,-1.872m
11.055,1.949m
11.055333,1.949m
11.055667,675.1u
11.056,-3.146m
11.056333,-1.872m
11.056667,3.222m
11.057,3.222m
11.057333,5.769m
11.057667,3.222m
11.058,3.222m
11.058333,-598.5u
11.058667,-1.872m
11.059,1.949m
11.059333,1.949m
11.059667,3.222m
11.06,7.043m
11.060333,3.222m
11.060667,-1.872m
11.061,-598.5u
11.061333,3.222m
11.061667,1.949m
11.062,4.496m
11.062333,3.222m
11.062667,675.1u
11.063,-3.146m
11.063333,-3.146m
11.063667,-598.5u
11.064,1.949m
11.064333,1.949m
11.064667,-598.5u
11.065,-1.872m
11.065333,-4.419m
11.065667,-5.693m
11.066,-1.872m
11.066333,1.949m
11.066667,1.949m
11.067,-1.872m
11.067333,-1.872m
11.067667,-5.693m
11.068,-5.693m
11.068333,-1.872m
11.068667,-3.146m
11.069,1.949m
11.069333,3.222m
11.069667,-1.872m
11.07,-1.872m
11.070333,-4.419m
11.070667,-3.146m
11.071,675.1u
11.071333,675.1u
11.071667,3.222m
11.072,675.1u
11.072333,675.1u
11.072667,3.222m
11.073,3.222m
11.073333,3.222m
11.073667,5.769m
11.074,5.769m
11.074333,3.222m
11.074667,1.949m
11.075,-1.872m
11.075333,-598.5u
11.075667,3.222m
11.076,3.222m
11.076333,5.769m
11.076667,4.496m
11.077,1.949m
11.077333,675.1u
11.077667,-1.872m
11.078,-3.146m
11.078333,675.1u
11.078667,-598.5u
11.079,-1.872m
11.079333,-1.872m
11.079667,-3.146m
11.08,-4.419m
11.080333,-1.872m
11.080667,-1.872m
11.081,1.949m
11.081333,-1.872m
11.081667,-598.5u
11.082,-3.146m
11.082333,-3.146m
11.082667,-598.5u
11.083,1.949m
11.083333,675.1u
11.083667,-3.146m
11.084,-3.146m
11.084333,-4.419m
11.084667,-6.966m
11.085,-598.5u
11.085333,1.949m
11.085667,-598.5u
11.086,1.949m
11.086333,-4.419m
11.086667,-3.146m
11.087,-598.5u
11.087333,1.949m
11.087667,3.222m
11.088,1.949m
11.088333,3.222m
11.088667,675.1u
11.089,675.1u
11.089333,3.222m
11.089667,3.222m
11.09,4.496m
11.090333,5.769m
11.090667,3.222m
11.091,1.949m
11.091333,1.949m
11.091667,3.222m
11.092,-1.872m
11.092333,4.496m
11.092667,4.496m
11.093,1.949m
11.093333,675.1u
11.093667,-1.872m
11.094,-1.872m
11.094333,-1.872m
11.094667,675.1u
11.095,-598.5u
11.095333,-3.146m
11.095667,-1.872m
11.096,-5.693m
11.096333,-1.872m
11.096667,-598.5u
11.097,1.949m
11.097333,3.222m
11.097667,-598.5u
11.098,-598.5u
11.098333,-1.872m
11.098667,-5.693m
11.099,-4.419m
11.099333,-3.146m
11.099667,-3.146m
11.1,-3.146m
11.100333,-3.146m
11.100667,-1.872m
11.101,-5.693m
11.101333,-5.693m
11.101667,-1.872m
11.102,-1.872m
11.102333,675.1u
11.102667,-598.5u
11.103,-3.146m
11.103333,-3.146m
11.103667,1.949m
11.104,3.222m
11.104333,5.769m
11.104667,8.316m
11.105,4.496m
11.105333,3.222m
11.105667,-598.5u
11.106,3.222m
11.106333,3.222m
11.106667,5.769m
11.107,5.769m
11.107333,3.222m
11.107667,1.949m
11.108,-1.872m
11.108333,-1.872m
11.108667,675.1u
11.109,675.1u
11.109333,1.949m
11.109667,-598.5u
11.11,3.222m
11.110333,-598.5u
11.110667,675.1u
11.111,-4.419m
11.111333,-3.146m
11.111667,-598.5u
11.112,-598.5u
11.112333,1.949m
11.112667,-598.5u
11.113,-598.5u
11.113333,-4.419m
11.113667,-4.419m
11.114,-1.872m
11.114333,-3.146m
11.114667,-598.5u
11.115,-598.5u
11.115333,-3.146m
11.115667,-1.872m
11.116,-5.693m
11.116333,-5.693m
11.116667,-3.146m
11.117,-1.872m
11.117333,-1.872m
11.117667,675.1u
11.118,-3.146m
11.118333,-1.872m
11.118667,1.949m
11.119,1.949m
11.119333,3.222m
11.119667,3.222m
11.12,3.222m
11.120333,1.949m
11.120667,-598.5u
11.121,-598.5u
11.121333,3.222m
11.121667,1.949m
11.122,4.496m
11.122333,7.043m
11.122667,1.949m
11.123,1.949m
11.123333,-1.872m
11.123667,-3.146m
11.124,675.1u
11.124333,675.1u
11.124667,1.949m
11.125,675.1u
11.125333,675.1u
11.125667,-1.872m
11.126,-3.146m
11.126333,675.1u
11.126667,675.1u
11.127,3.222m
11.127333,1.949m
11.127667,-598.5u
11.128,-598.5u
11.128333,-3.146m
11.128667,-3.146m
11.129,-1.872m
11.129333,675.1u
11.129667,-3.146m
11.13,675.1u
11.130333,-5.693m
11.130667,-6.966m
11.131,-1.872m
11.131333,-1.872m
11.131667,3.222m
11.132,1.949m
11.132333,-1.872m
11.132667,-1.872m
11.133,-3.146m
11.133333,-3.146m
11.133667,-598.5u
11.134,1.949m
11.134333,3.222m
11.134667,4.496m
11.135,-598.5u
11.135333,675.1u
11.135667,3.222m
11.136,3.222m
11.136333,5.769m
11.136667,5.769m
11.137,1.949m
11.137333,-598.5u
11.137667,-598.5u
11.138,-1.872m
11.138333,5.769m
11.138667,4.496m
11.139,1.949m
11.139333,675.1u
11.139667,-1.872m
11.14,-3.146m
11.140333,675.1u
11.140667,-598.5u
11.141,-598.5u
11.141333,1.949m
11.141667,3.222m
11.142,-598.5u
11.142333,-598.5u
11.142667,-5.693m
11.143,-5.693m
11.143333,1.949m
11.143667,1.949m
11.144,-598.5u
11.144333,-1.872m
11.144667,-3.146m
11.145,-5.693m
11.145333,-3.146m
11.145667,-1.872m
11.146,-3.146m
11.146333,-3.146m
11.146667,-1.872m
11.147,-4.419m
11.147333,-3.146m
11.147667,-598.5u
11.148,-598.5u
11.148333,3.222m
11.148667,3.222m
11.149,675.1u
11.149333,675.1u
11.149667,-3.146m
11.15,-598.5u
11.150333,3.222m
11.150667,3.222m
11.151,3.222m
11.151333,3.222m
11.151667,-598.5u
11.152,-1.872m
11.152333,1.949m
11.152667,1.949m
11.153,5.769m
11.153333,5.769m
11.153667,3.222m
11.154,-1.872m
11.154333,3.222m
11.154667,1.949m
11.155,3.222m
11.155333,4.496m
11.155667,3.222m
11.156,1.949m
11.156333,-3.146m
11.156667,-3.146m
11.157,-1.872m
11.157333,1.949m
11.157667,1.949m
11.158,-1.872m
11.158333,-1.872m
11.158667,-4.419m
11.159,-6.966m
11.159333,-1.872m
11.159667,-3.146m
11.16,-1.872m
11.160333,675.1u
11.160667,-1.872m
11.161,-3.146m
11.161333,-5.693m
11.161667,-598.5u
11.162,1.949m
11.162333,1.949m
11.162667,-598.5u
11.163,-1.872m
11.163333,-4.419m
11.163667,-3.146m
11.164,-3.146m
11.164333,3.222m
11.164667,3.222m
11.165,3.222m
11.165333,1.949m
11.165667,675.1u
11.166,675.1u
11.166333,-1.872m
11.166667,5.769m
11.167,7.043m
11.167333,3.222m
11.167667,3.222m
11.168,-598.5u
11.168333,-598.5u
11.168667,675.1u
11.169,8.316m
11.169333,5.769m
11.169667,4.496m
11.17,1.949m
11.170333,-598.5u
11.170667,-1.872m
11.171,675.1u
11.171333,675.1u
11.171667,4.496m
11.172,3.222m
11.172333,675.1u
11.172667,-3.146m
11.173,-4.419m
11.173333,-3.146m
11.173667,-598.5u
11.174,1.949m
11.174333,1.949m
11.174667,-1.872m
11.175,-5.693m
11.175333,-4.419m
11.175667,-3.146m
11.176,-3.146m
11.176333,-598.5u
11.176667,-598.5u
11.177,675.1u
11.177333,-5.693m
11.177667,-1.872m
11.178,-598.5u
11.178333,-4.419m
11.178667,1.949m
11.179,3.222m
11.179333,-598.5u
11.179667,-598.5u
11.18,-3.146m
11.180333,-4.419m
11.180667,675.1u
11.181,675.1u
11.181333,4.496m
11.181667,3.222m
11.182,675.1u
11.182333,675.1u
11.182667,3.222m
11.183,1.949m
11.183333,4.496m
11.183667,4.496m
11.184,3.222m
11.184333,1.949m
11.184667,675.1u
11.185,3.222m
11.185333,1.949m
11.185667,4.496m
11.186,3.222m
11.186333,1.949m
11.186667,675.1u
11.187,-1.872m
11.187333,-1.872m
11.187667,-598.5u
11.188,-1.872m
11.188333,675.1u
11.188667,-1.872m
11.189,-598.5u
11.189333,-4.419m
11.189667,-3.146m
11.19,-598.5u
11.190333,1.949m
11.190667,3.222m
11.191,-1.872m
11.191333,-1.872m
11.191667,-3.146m
11.192,-4.419m
11.192333,-3.146m
11.192667,-3.146m
11.193,675.1u
11.193333,1.949m
11.193667,-598.5u
11.194,-598.5u
11.194333,-1.872m
11.194667,-5.693m
11.195,-1.872m
11.195333,-598.5u
11.195667,3.222m
11.196,675.1u
11.196333,675.1u
11.196667,-3.146m
11.197,-1.872m
11.197333,3.222m
11.197667,3.222m
11.198,5.769m
11.198333,5.769m
11.198667,3.222m
11.199,675.1u
11.199333,675.1u
11.199667,4.496m
11.2,3.222m
11.200333,4.496m
11.200667,4.496m
11.201,1.949m
11.201333,675.1u
11.201667,-3.146m
11.202,-598.5u
11.202333,3.222m
11.202667,3.222m
11.203,-598.5u
11.203333,-598.5u
11.203667,-4.419m
11.204,-4.419m
11.204333,-598.5u
11.204667,1.949m
11.205,1.949m
11.205333,-1.872m
11.205667,675.1u
11.206,-3.146m
11.206333,-4.419m
11.206667,-598.5u
11.207,-598.5u
11.207333,3.222m
11.207667,1.949m
11.208,-1.872m
11.208333,-1.872m
11.208667,-5.693m
11.209,-4.419m
11.209333,-1.872m
11.209667,-1.872m
11.21,-1.872m
11.210333,-1.872m
11.210667,-4.419m
11.211,-4.419m
11.211333,-598.5u
11.211667,675.1u
11.212,3.222m
11.212333,4.496m
11.212667,5.769m
11.213,3.222m
11.213333,3.222m
11.213667,1.949m
11.214,675.1u
11.214333,5.769m
11.214667,8.316m
11.215,4.496m
11.215333,3.222m
11.215667,1.949m
11.216,-1.872m
11.216333,-1.872m
11.216667,675.1u
11.217,3.222m
11.217333,3.222m
11.217667,1.949m
11.218,675.1u
11.218333,-1.872m
11.218667,-5.693m
11.219,-1.872m
11.219333,-1.872m
11.219667,3.222m
11.22,1.949m
11.220333,675.1u
11.220667,-3.146m
11.221,-598.5u
11.221333,-598.5u
11.221667,3.222m
11.222,3.222m
11.222333,-1.872m
11.222667,-3.146m
11.223,-5.693m
11.223333,-6.966m
11.223667,-3.146m
11.224,-3.146m
11.224333,-1.872m
11.224667,675.1u
11.225,675.1u
11.225333,-1.872m
11.225667,-3.146m
11.226,-3.146m
11.226333,675.1u
11.226667,3.222m
11.227,3.222m
11.227333,1.949m
11.227667,1.949m
11.228,-598.5u
11.228333,675.1u
11.228667,675.1u
11.229,8.316m
11.229333,7.043m
11.229667,4.496m
11.23,3.222m
11.230333,675.1u
11.230667,675.1u
11.231,3.222m
11.231333,3.222m
11.231667,5.769m
11.232,3.222m
11.232333,675.1u
11.232667,675.1u
11.233,-3.146m
11.233333,675.1u
11.233667,3.222m
11.234,1.949m
11.234333,3.222m
11.234667,1.949m
11.235,-598.5u
11.235333,-598.5u
11.235667,-3.146m
11.236,-598.5u
11.236333,-1.872m
11.236667,3.222m
11.237,1.949m
11.237333,-1.872m
11.237667,-1.872m
11.238,-5.693m
11.238333,-3.146m
11.238667,-1.872m
11.239,1.949m
11.239333,675.1u
11.239667,-3.146m
11.24,-3.146m
11.240333,-5.693m
11.240667,-1.872m
11.241,-1.872m
11.241333,-1.872m
11.241667,3.222m
11.242,1.949m
11.242333,1.949m
11.242667,1.949m
11.243,-1.872m
11.243333,1.949m
11.243667,3.222m
11.244,5.769m
11.244333,5.769m
11.244667,3.222m
11.245,3.222m
11.245333,675.1u
11.245667,675.1u
11.246,3.222m
11.246333,3.222m
11.246667,7.043m
11.247,4.496m
11.247333,3.222m
11.247667,1.949m
11.248,1.949m
11.248333,1.949m
11.248667,4.496m
11.249,3.222m
11.249333,675.1u
11.249667,675.1u
11.25,-3.146m
11.250333,-5.693m
11.250667,-598.5u
11.251,-598.5u
11.251333,675.1u
11.251667,1.949m
11.252,1.949m
11.252333,-3.146m
11.252667,-4.419m
11.253,-1.872m
11.253333,-1.872m
11.253667,1.949m
11.254,675.1u
11.254333,-1.872m
11.254667,-1.872m
11.255,-5.693m
11.255333,-5.693m
11.255667,-1.872m
11.256,-1.872m
11.256333,-1.872m
11.256667,675.1u
11.257,-4.419m
11.257333,-1.872m
11.257667,675.1u
11.258,675.1u
11.258333,4.496m
11.258667,3.222m
11.259,1.949m
11.259333,1.949m
11.259667,-598.5u
11.26,675.1u
11.260333,3.222m
11.260667,3.222m
11.261,4.496m
11.261333,5.769m
11.261667,1.949m
11.262,-598.5u
11.262333,1.949m
11.262667,1.949m
11.263,4.496m
11.263333,3.222m
11.263667,675.1u
11.264,675.1u
11.264333,-1.872m
11.264667,-3.146m
11.265,675.1u
11.265333,1.949m
11.265667,675.1u
11.266,-1.872m
11.266333,-598.5u
11.266667,-3.146m
11.267,-598.5u
11.267333,-598.5u
11.267667,1.949m
11.268,-598.5u
11.268333,-598.5u
11.268667,-3.146m
11.269,-4.419m
11.269333,-3.146m
11.269667,-1.872m
11.27,675.1u
11.270333,-1.872m
11.270667,-4.419m
11.271,-5.693m
11.271333,-1.872m
11.271667,-1.872m
11.272,-598.5u
11.272333,1.949m
11.272667,3.222m
11.273,675.1u
11.273333,-3.146m
11.273667,-3.146m
11.274,1.949m
11.274333,3.222m
11.274667,4.496m
11.275,4.496m
11.275333,3.222m
11.275667,1.949m
11.276,675.1u
11.276333,-1.872m
11.276667,3.222m
11.277,3.222m
11.277333,5.769m
11.277667,4.496m
11.278,3.222m
11.278333,675.1u
11.278667,-3.146m
11.279,675.1u
11.279333,1.949m
11.279667,3.222m
11.28,1.949m
11.280333,675.1u
11.280667,-598.5u
11.281,-598.5u
11.281333,-1.872m
11.281667,3.222m
11.282,1.949m
11.282333,1.949m
11.282667,-598.5u
11.283,-1.872m
11.283333,-4.419m
11.283667,-4.419m
11.284,-1.872m
11.284333,1.949m
11.284667,-1.872m
11.285,-3.146m
11.285333,-3.146m
11.285667,-5.693m
11.286,-5.693m
11.286333,-1.872m
11.286667,1.949m
11.287,1.949m
11.287333,-1.872m
11.287667,-3.146m
11.288,-4.419m
11.288333,675.1u
11.288667,675.1u
11.289,4.496m
11.289333,5.769m
11.289667,1.949m
11.29,-1.872m
11.290333,675.1u
11.290667,3.222m
11.291,1.949m
11.291333,3.222m
11.291667,3.222m
11.292,3.222m
11.292333,-598.5u
11.292667,-598.5u
11.293,3.222m
11.293333,675.1u
11.293667,5.769m
11.294,4.496m
11.294333,1.949m
11.294667,1.949m
11.295,-1.872m
11.295333,-1.872m
11.295667,1.949m
11.296,-1.872m
11.296333,-1.872m
11.296667,-598.5u
11.297,-1.872m
11.297333,-4.419m
11.297667,-4.419m
11.298,-598.5u
11.298333,-3.146m
11.298667,675.1u
11.299,675.1u
11.299333,-1.872m
11.299667,-3.146m
11.3,-5.693m
11.300333,-5.693m
11.300667,-3.146m
11.301,675.1u
11.301333,-3.146m
11.301667,-4.419m
11.302,-5.693m
11.302333,-5.693m
11.302667,-1.872m
11.303,-1.872m
11.303333,1.949m
11.303667,1.949m
11.304,675.1u
11.304333,-3.146m
11.304667,-1.872m
11.305,1.949m
11.305333,3.222m
11.305667,4.496m
11.306,7.043m
11.306333,3.222m
11.306667,3.222m
11.307,675.1u
11.307333,675.1u
11.307667,3.222m
11.308,3.222m
11.308333,7.043m
11.308667,7.043m
11.309,3.222m
11.309333,3.222m
11.309667,1.949m
11.31,1.949m
11.310333,1.949m
11.310667,4.496m
11.311,3.222m
11.311333,675.1u
11.311667,-598.5u
11.312,-3.146m
11.312333,675.1u
11.312667,-598.5u
11.313,3.222m
11.313333,1.949m
11.313667,-598.5u
11.314,-1.872m
11.314333,-3.146m
11.314667,-598.5u
11.315,-598.5u
11.315333,675.1u
11.315667,675.1u
11.316,-3.146m
11.316333,-3.146m
11.316667,-5.693m
11.317,-5.693m
11.317333,-1.872m
11.317667,-1.872m
11.318,1.949m
11.318333,-3.146m
11.318667,-1.872m
11.319,-5.693m
11.319333,-4.419m
11.319667,-1.872m
11.32,-598.5u
11.320333,-598.5u
11.320667,4.496m
11.321,4.496m
11.321333,1.949m
11.321667,3.222m
11.322,675.1u
11.322333,3.222m
11.322667,3.222m
11.323,4.496m
11.323333,5.769m
11.323667,3.222m
11.324,3.222m
11.324333,675.1u
11.324667,-598.5u
11.325,3.222m
11.325333,1.949m
11.325667,3.222m
11.326,1.949m
11.326333,1.949m
11.326667,675.1u
11.327,675.1u
11.327333,675.1u
11.327667,675.1u
11.328,675.1u
11.328333,-598.5u
11.328667,3.222m
11.329,-3.146m
11.329333,-4.419m
11.329667,-598.5u
11.33,-598.5u
11.330333,3.222m
11.330667,3.222m
11.331,-3.146m
11.331333,-1.872m
11.331667,-4.419m
11.332,-4.419m
11.332333,-3.146m
11.332667,-3.146m
11.333,675.1u
11.333333,1.949m
11.333667,-1.872m
11.334,-1.872m
11.334333,-4.419m
11.334667,-1.872m
11.335,-598.5u
11.335333,1.949m
11.335667,3.222m
11.336,-598.5u
11.336333,675.1u
11.336667,-598.5u
11.337,-1.872m
11.337333,3.222m
11.337667,3.222m
11.338,4.496m
11.338333,5.769m
11.338667,1.949m
11.339,3.222m
11.339333,-598.5u
11.339667,675.1u
11.34,3.222m
11.340333,1.949m
11.340667,3.222m
11.341,4.496m
11.341333,675.1u
11.341667,-1.872m
11.342,-1.872m
11.342333,-3.146m
11.342667,675.1u
11.343,-1.872m
11.343333,3.222m
11.343667,675.1u
11.344,-1.872m
11.344333,675.1u
11.344667,-4.419m
11.345,-1.872m
11.345333,675.1u
11.345667,3.222m
11.346,3.222m
11.346333,-1.872m
11.346667,-1.872m
11.347,-4.419m
11.347333,-3.146m
11.347667,-5.693m
11.348,-1.872m
11.348333,-1.872m
11.348667,675.1u
11.349,-3.146m
11.349333,-1.872m
11.349667,-3.146m
11.35,-3.146m
11.350333,-4.419m
11.350667,-598.5u
11.351,675.1u
11.351333,4.496m
11.351667,4.496m
11.352,1.949m
11.352333,3.222m
11.352667,-598.5u
11.353,675.1u
11.353333,3.222m
11.353667,4.496m
11.354,5.769m
11.354333,5.769m
11.354667,3.222m
11.355,3.222m
11.355333,675.1u
11.355667,1.949m
11.356,3.222m
11.356333,4.496m
11.356667,3.222m
11.357,675.1u
11.357333,-598.5u
11.357667,-3.146m
11.358,-3.146m
11.358333,-598.5u
11.358667,1.949m
11.359,675.1u
11.359333,-1.872m
11.359667,-598.5u
11.36,-3.146m
11.360333,-5.693m
11.360667,-4.419m
11.361,-3.146m
11.361333,1.949m
11.361667,-1.872m
11.362,-1.872m
11.362333,-4.419m
11.362667,-6.966m
11.363,-3.146m
11.363333,-1.872m
11.363667,675.1u
11.364,1.949m
11.364333,1.949m
11.364667,1.949m
11.365,-3.146m
11.365333,-4.419m
11.365667,-4.419m
11.366,-598.5u
11.366333,675.1u
11.366667,1.949m
11.367,3.222m
11.367333,1.949m
11.367667,3.222m
11.368,-598.5u
11.368333,-598.5u
11.368667,4.496m
11.369,4.496m
11.369333,7.043m
11.369667,4.496m
11.37,3.222m
11.370333,675.1u
11.370667,675.1u
11.371,1.949m
11.371333,3.222m
11.371667,4.496m
11.372,675.1u
11.372333,1.949m
11.372667,-1.872m
11.373,-1.872m
11.373333,675.1u
11.373667,-598.5u
11.374,1.949m
11.374333,3.222m
11.374667,-1.872m
11.375,-1.872m
11.375333,-3.146m
11.375667,-598.5u
11.376,-1.872m
11.376333,-1.872m
11.376667,1.949m
11.377,1.949m
11.377333,-1.872m
11.377667,-1.872m
11.378,-6.966m
11.378333,-6.966m
11.378667,-3.146m
11.379,-3.146m
11.379333,675.1u
11.379667,-3.146m
11.38,-1.872m
11.380333,-3.146m
11.380667,-4.419m
11.381,-1.872m
11.381333,1.949m
11.381667,-1.872m
11.382,3.222m
11.382333,675.1u
11.382667,-3.146m
11.383,-1.872m
11.383333,1.949m
11.383667,1.949m
11.384,5.769m
11.384333,7.043m
11.384667,5.769m
11.385,3.222m
11.385333,3.222m
11.385667,675.1u
11.386,4.496m
11.386333,3.222m
11.386667,4.496m
11.387,3.222m
11.387333,3.222m
11.387667,675.1u
11.388,-1.872m
11.388333,-1.872m
11.388667,675.1u
11.389,3.222m
11.389333,675.1u
11.389667,-598.5u
11.39,-5.693m
11.390333,-3.146m
11.390667,675.1u
11.391,675.1u
11.391333,1.949m
11.391667,1.949m
11.392,-1.872m
11.392333,-598.5u
11.392667,-5.693m
11.393,-5.693m
11.393333,675.1u
11.393667,-1.872m
11.394,-598.5u
11.394333,-3.146m
11.394667,-5.693m
11.395,-4.419m
11.395333,-3.146m
11.395667,-1.872m
11.396,1.949m
11.396333,1.949m
11.396667,-3.146m
11.397,-1.872m
11.397333,-4.419m
11.397667,-598.5u
11.398,675.1u
11.398333,1.949m
11.398667,1.949m
11.399,3.222m
11.399333,-598.5u
11.399667,1.949m
11.4,3.222m
11.400333,3.222m
11.400667,4.496m
11.401,3.222m
11.401333,1.949m
11.401667,3.222m
11.402,-1.872m
11.402333,1.949m
11.402667,-1.872m
11.403,3.222m
11.403333,4.496m
11.403667,675.1u
11.404,675.1u
11.404333,-1.872m
11.404667,-598.5u
11.405,675.1u
11.405333,-598.5u
11.405667,-1.872m
11.406,-1.872m
11.406333,-4.419m
11.406667,-1.872m
11.407,-598.5u
11.407333,-3.146m
11.407667,3.222m
11.408,1.949m
11.408333,-1.872m
11.408667,-1.872m
11.409,-4.419m
11.409333,-1.872m
11.409667,-3.146m
11.41,1.949m
11.410333,-598.5u
11.410667,-1.872m
11.411,-1.872m
11.411333,-4.419m
11.411667,-4.419m
11.412,-598.5u
11.412333,675.1u
11.412667,3.222m
11.413,3.222m
11.413333,-598.5u
11.413667,1.949m
11.414,-1.872m
11.414333,-1.872m
11.414667,1.949m
11.415,1.949m
11.415333,5.769m
11.415667,3.222m
11.416,3.222m
11.416333,-598.5u
11.416667,675.1u
11.417,3.222m
11.417333,3.222m
11.417667,3.222m
11.418,1.949m
11.418333,1.949m
11.418667,-1.872m
11.419,-1.872m
11.419333,1.949m
11.419667,675.1u
11.42,3.222m
11.420333,675.1u
11.420667,675.1u
11.421,-4.419m
11.421333,-4.419m
11.421667,-598.5u
11.422,-1.872m
11.422333,1.949m
11.422667,-598.5u
11.423,-3.146m
11.423333,-4.419m
11.423667,-5.693m
11.424,-1.872m
11.424333,-1.872m
11.424667,675.1u
11.425,-1.872m
11.425333,-5.693m
11.425667,-3.146m
11.426,-1.872m
11.426333,-1.872m
11.426667,-1.872m
11.427,1.949m
11.427333,675.1u
11.427667,-598.5u
11.428,-4.419m
11.428333,-4.419m
11.428667,-3.146m
11.429,4.496m
11.429333,3.222m
11.429667,1.949m
11.43,3.222m
11.430333,-598.5u
11.430667,675.1u
11.431,3.222m
11.431333,7.043m
11.431667,5.769m
11.432,3.222m
11.432333,1.949m
11.432667,675.1u
11.433,675.1u
11.433333,3.222m
11.433667,5.769m
11.434,4.496m
11.434333,4.496m
11.434667,675.1u
11.435,-3.146m
11.435333,-598.5u
11.435667,-598.5u
11.436,1.949m
11.436333,-1.872m
11.436667,675.1u
11.437,-1.872m
11.437333,-4.419m
11.437667,-3.146m
11.438,-1.872m
11.438333,-598.5u
11.438667,1.949m
11.439,3.222m
11.439333,-1.872m
11.439667,-1.872m
11.44,-5.693m
11.440333,-4.419m
11.440667,-3.146m
11.441,-6.966m
11.441333,-598.5u
11.441667,675.1u
11.442,-3.146m
