"#12V motor run at 12V, 60 seconds, x axis",
Time - Voltage - Voltage_0,Amplitude - Voltage - Voltage_0
57.32,4.496m
57.320333,4.496m
57.320667,675.1u
57.321,-1.872m
57.321333,675.1u
57.321667,675.1u
57.322,3.222m
57.322333,1.949m
57.322667,675.1u
57.323,675.1u
57.323333,-3.146m
57.323667,675.1u
57.324,1.949m
57.324333,1.949m
57.324667,-598.5u
57.325,-1.872m
57.325333,-4.419m
57.325667,-4.419m
57.326,-598.5u
57.326333,-598.5u
57.326667,1.949m
57.327,1.949m
57.327333,-1.872m
57.327667,-1.872m
57.328,-1.872m
57.328333,-598.5u
57.328667,1.949m
57.329,675.1u
57.329333,-598.5u
57.329667,-3.146m
57.33,-3.146m
57.330333,-4.419m
57.330667,675.1u
57.331,675.1u
57.331333,3.222m
57.331667,4.496m
57.332,1.949m
57.332333,-598.5u
57.332667,3.222m
57.333,3.222m
57.333333,7.043m
57.333667,7.043m
57.334,3.222m
57.334333,-598.5u
57.334667,675.1u
57.335,3.222m
57.335333,1.949m
57.335667,3.222m
57.336,3.222m
57.336333,675.1u
57.336667,-3.146m
57.337,-598.5u
57.337333,-1.872m
57.337667,1.949m
57.338,-1.872m
57.338333,675.1u
57.338667,-4.419m
57.339,-3.146m
57.339333,-598.5u
57.339667,-598.5u
57.34,1.949m
57.340333,-598.5u
57.340667,-1.872m
57.341,-598.5u
57.341333,-598.5u
57.341667,675.1u
57.342,1.949m
57.342333,-1.872m
57.342667,-1.872m
57.343,-4.419m
57.343333,-5.693m
57.343667,3.222m
57.344,-1.872m
57.344333,-598.5u
57.344667,-598.5u
57.345,-3.146m
57.345333,-3.146m
57.345667,675.1u
57.346,1.949m
57.346333,-598.5u
57.346667,1.949m
57.347,1.949m
57.347333,3.222m
57.347667,3.222m
57.348,5.769m
57.348333,5.769m
57.348667,3.222m
57.349,3.222m
57.349333,-598.5u
57.349667,3.222m
57.35,7.043m
57.350333,7.043m
57.350667,1.949m
57.351,1.949m
57.351333,-3.146m
57.351667,-3.146m
57.352,3.222m
57.352333,3.222m
57.352667,675.1u
57.353,-1.872m
57.353333,-3.146m
57.353667,-4.419m
57.354,675.1u
57.354333,675.1u
57.354667,3.222m
57.355,1.949m
57.355333,-4.419m
57.355667,-3.146m
57.356,-4.419m
57.356333,-1.872m
57.356667,-1.872m
57.357,-1.872m
57.357333,-1.872m
57.357667,-5.693m
57.358,-5.693m
57.358333,-3.146m
57.358667,-3.146m
57.359,675.1u
57.359333,-3.146m
57.359667,-3.146m
57.36,-5.693m
57.360333,-1.872m
57.360667,1.949m
57.361,1.949m
57.361333,3.222m
57.361667,-3.146m
57.362,1.949m
57.362333,1.949m
57.362667,3.222m
57.363,7.043m
57.363333,3.222m
57.363667,4.496m
57.364,675.1u
57.364333,-598.5u
57.364667,1.949m
57.365,3.222m
57.365333,7.043m
57.365667,7.043m
57.366,1.949m
57.366333,-598.5u
57.366667,-1.872m
57.367,675.1u
57.367333,1.949m
57.367667,3.222m
57.368,3.222m
57.368333,1.949m
57.368667,-598.5u
57.369,-3.146m
57.369333,675.1u
57.369667,1.949m
57.37,1.949m
57.370333,3.222m
57.370667,675.1u
57.371,-3.146m
57.371333,-1.872m
57.371667,-598.5u
57.372,1.949m
57.372333,675.1u
57.372667,-3.146m
57.373,-3.146m
57.373333,-5.693m
57.373667,-1.872m
57.374,-3.146m
57.374333,-1.872m
57.374667,1.949m
57.375,-1.872m
57.375333,-1.872m
57.375667,-5.693m
57.376,-3.146m
57.376333,-1.872m
57.376667,-598.5u
57.377,1.949m
57.377333,3.222m
57.377667,-1.872m
57.378,-3.146m
57.378333,1.949m
57.378667,3.222m
57.379,5.769m
57.379333,5.769m
57.379667,3.222m
57.38,3.222m
57.380333,-1.872m
57.380667,3.222m
57.381,5.769m
57.381333,5.769m
57.381667,1.949m
57.382,1.949m
57.382333,-3.146m
57.382667,-1.872m
57.383,675.1u
57.383333,3.222m
57.383667,675.1u
57.384,675.1u
57.384333,-1.872m
57.384667,-3.146m
57.385,675.1u
57.385333,-598.5u
57.385667,3.222m
57.386,675.1u
57.386333,-3.146m
57.386667,-3.146m
57.387,-3.146m
57.387333,1.949m
57.387667,-1.872m
57.388,-1.872m
57.388333,-1.872m
57.388667,-5.693m
57.389,-5.693m
57.389333,-1.872m
57.389667,-1.872m
57.39,675.1u
57.390333,-1.872m
57.390667,-4.419m
57.391,-5.693m
57.391333,-1.872m
57.391667,-1.872m
57.392,1.949m
57.392333,3.222m
57.392667,675.1u
57.393,-3.146m
57.393333,-3.146m
57.393667,3.222m
57.394,1.949m
57.394333,4.496m
57.394667,5.769m
57.395,3.222m
57.395333,1.949m
57.395667,-1.872m
57.396,-598.5u
57.396333,3.222m
57.396667,5.769m
57.397,1.949m
57.397333,1.949m
57.397667,-598.5u
57.398,-1.872m
57.398333,1.949m
57.398667,3.222m
57.399,3.222m
57.399333,3.222m
57.399667,-3.146m
57.4,-3.146m
57.400333,-1.872m
57.400667,-1.872m
57.401,3.222m
57.401333,1.949m
57.401667,-1.872m
57.402,-598.5u
57.402333,-3.146m
57.402667,-598.5u
57.403,-1.872m
57.403333,675.1u
57.403667,1.949m
57.404,675.1u
57.404333,-1.872m
57.404667,-3.146m
57.405,-3.146m
57.405333,-1.872m
57.405667,1.949m
57.406,-598.5u
57.406333,-1.872m
57.406667,-3.146m
57.407,-3.146m
57.407333,-598.5u
57.407667,-598.5u
57.408,1.949m
57.408333,3.222m
57.408667,675.1u
57.409,675.1u
57.409333,1.949m
57.409667,1.949m
57.41,5.769m
57.410333,5.769m
57.410667,3.222m
57.411,3.222m
57.411333,-1.872m
57.411667,1.949m
57.412,3.222m
57.412333,5.769m
57.412667,5.769m
57.413,1.949m
57.413333,-598.5u
57.413667,1.949m
57.414,675.1u
57.414333,4.496m
57.414667,3.222m
57.415,675.1u
57.415333,675.1u
57.415667,-4.419m
57.416,-3.146m
57.416333,-598.5u
57.416667,-598.5u
57.417,-1.872m
57.417333,-1.872m
57.417667,-5.693m
57.418,-5.693m
57.418333,-598.5u
57.418667,-1.872m
57.419,1.949m
57.419333,-3.146m
57.419667,-1.872m
57.42,-3.146m
57.420333,-5.693m
57.420667,-3.146m
57.421,675.1u
57.421333,-1.872m
57.421667,-1.872m
57.422,-4.419m
57.422333,-4.419m
57.422667,-598.5u
57.423,1.949m
57.423333,-598.5u
57.423667,-598.5u
57.424,-3.146m
57.424333,-1.872m
57.424667,1.949m
57.425,1.949m
57.425333,7.043m
57.425667,3.222m
57.426,3.222m
57.426333,675.1u
57.426667,-598.5u
57.427,1.949m
57.427333,5.769m
57.427667,5.769m
57.428,3.222m
57.428333,-598.5u
57.428667,-1.872m
57.429,675.1u
57.429333,675.1u
57.429667,3.222m
57.43,3.222m
57.430333,675.1u
57.430667,675.1u
57.431,-3.146m
57.431333,-1.872m
57.431667,-1.872m
57.432,3.222m
57.432333,675.1u
57.432667,-598.5u
57.433,-4.419m
57.433333,-598.5u
57.433667,675.1u
57.434,1.949m
57.434333,675.1u
57.434667,-3.146m
57.435,-1.872m
57.435333,-5.693m
57.435667,-4.419m
57.436,-3.146m
57.436333,-3.146m
57.436667,675.1u
57.437,-3.146m
57.437333,-1.872m
57.437667,-4.419m
57.438,-1.872m
57.438333,1.949m
57.438667,1.949m
57.439,-598.5u
57.439333,675.1u
57.439667,-3.146m
57.44,-1.872m
57.440333,1.949m
57.440667,1.949m
57.441,3.222m
57.441333,3.222m
57.441667,3.222m
57.442,-598.5u
57.442333,675.1u
57.442667,3.222m
57.443,3.222m
57.443333,5.769m
57.443667,7.043m
57.444,3.222m
57.444333,3.222m
57.444667,675.1u
57.445,-1.872m
57.445333,4.496m
57.445667,3.222m
57.446,675.1u
57.446333,-1.872m
57.446667,-3.146m
57.447,675.1u
57.447333,675.1u
57.447667,1.949m
57.448,3.222m
57.448333,675.1u
57.448667,675.1u
57.449,-3.146m
57.449333,-3.146m
57.449667,3.222m
57.45,1.949m
57.450333,675.1u
57.450667,-3.146m
57.451,-3.146m
57.451333,-6.966m
57.451667,-5.693m
57.452,-1.872m
57.452333,-1.872m
57.452667,1.949m
57.453,1.949m
57.453333,-598.5u
57.453667,-1.872m
57.454,-5.693m
57.454333,-1.872m
57.454667,675.1u
57.455,3.222m
57.455333,3.222m
57.455667,1.949m
57.456,1.949m
57.456333,-598.5u
57.456667,675.1u
57.457,3.222m
57.457333,3.222m
57.457667,5.769m
57.458,5.769m
57.458333,1.949m
57.458667,3.222m
57.459,3.222m
57.459333,-1.872m
57.459667,3.222m
57.46,3.222m
57.460333,675.1u
57.460667,675.1u
57.461,-3.146m
57.461333,-3.146m
57.461667,675.1u
57.462,675.1u
57.462333,3.222m
57.462667,1.949m
57.463,1.949m
57.463333,-3.146m
57.463667,-3.146m
57.464,-3.146m
57.464333,675.1u
57.464667,675.1u
57.465,1.949m
57.465333,675.1u
57.465667,-3.146m
57.466,-598.5u
57.466333,-1.872m
57.466667,-1.872m
57.467,675.1u
57.467333,675.1u
57.467667,-1.872m
57.468,-1.872m
57.468333,-4.419m
57.468667,-4.419m
57.469,-598.5u
57.469333,675.1u
57.469667,1.949m
57.47,675.1u
57.470333,675.1u
57.470667,-3.146m
57.471,-1.872m
57.471333,1.949m
57.471667,1.949m
57.472,4.496m
57.472333,3.222m
57.472667,1.949m
57.473,1.949m
57.473333,-598.5u
57.473667,-1.872m
57.474,4.496m
57.474333,5.769m
57.474667,3.222m
57.475,3.222m
57.475333,1.949m
57.475667,-3.146m
57.476,-1.872m
57.476333,1.949m
57.476667,1.949m
57.477,675.1u
57.477333,675.1u
57.477667,675.1u
57.478,-5.693m
57.478333,-4.419m
57.478667,-1.872m
57.479,1.949m
57.479333,-1.872m
57.479667,-598.5u
57.48,-3.146m
57.480333,-3.146m
57.480667,-1.872m
57.481,-1.872m
57.481333,-598.5u
57.481667,1.949m
57.482,-3.146m
57.482333,-1.872m
57.482667,-5.693m
57.483,-4.419m
57.483333,675.1u
57.483667,675.1u
57.484,1.949m
57.484333,1.949m
57.484667,-1.872m
57.485,-598.5u
57.485333,-3.146m
57.485667,-3.146m
57.486,-598.5u
57.486333,675.1u
57.486667,1.949m
57.487,1.949m
57.487333,675.1u
57.487667,675.1u
57.488,3.222m
57.488333,3.222m
57.488667,5.769m
57.489,4.496m
57.489333,3.222m
57.489667,3.222m
57.49,675.1u
57.490333,-598.5u
57.490667,1.949m
57.491,1.949m
57.491333,675.1u
57.491667,1.949m
57.492,-3.146m
57.492333,-3.146m
57.492667,-598.5u
57.493,-598.5u
57.493333,1.949m
57.493667,1.949m
57.494,-598.5u
57.494333,-598.5u
57.494667,-3.146m
57.495,-4.419m
57.495333,-598.5u
57.495667,-1.872m
57.496,1.949m
57.496333,1.949m
57.496667,675.1u
57.497,-598.5u
57.497333,-4.419m
57.497667,-5.693m
57.498,-3.146m
57.498333,-1.872m
57.498667,1.949m
57.499,1.949m
57.499333,-1.872m
57.499667,-1.872m
57.5,-4.419m
57.500333,-4.419m
57.500667,-1.872m
57.501,675.1u
57.501333,3.222m
57.501667,675.1u
57.502,675.1u
57.502333,-1.872m
57.502667,675.1u
57.503,3.222m
57.503333,3.222m
57.503667,5.769m
57.504,3.222m
57.504333,675.1u
57.504667,-598.5u
57.505,3.222m
57.505333,3.222m
57.505667,5.769m
57.506,4.496m
57.506333,1.949m
57.506667,-598.5u
57.507,-1.872m
57.507333,1.949m
57.507667,675.1u
57.508,3.222m
57.508333,3.222m
57.508667,-598.5u
57.509,-598.5u
57.509333,-3.146m
57.509667,-3.146m
57.51,-598.5u
57.510333,-598.5u
57.510667,3.222m
57.511,1.949m
57.511333,-598.5u
57.511667,-1.872m
57.512,-3.146m
57.512333,-4.419m
57.512667,-1.872m
57.513,-1.872m
57.513333,675.1u
57.513667,675.1u
57.514,-1.872m
57.514333,-1.872m
57.514667,-5.693m
57.515,-5.693m
57.515333,-1.872m
57.515667,-1.872m
57.516,675.1u
57.516333,3.222m
57.516667,-1.872m
57.517,675.1u
57.517333,-3.146m
57.517667,-1.872m
57.518,1.949m
57.518333,3.222m
57.518667,5.769m
57.519,5.769m
57.519333,4.496m
57.519667,675.1u
57.52,-598.5u
57.520333,1.949m
57.520667,4.496m
57.521,4.496m
57.521333,3.222m
57.521667,675.1u
57.522,-1.872m
57.522333,-1.872m
57.522667,675.1u
57.523,675.1u
57.523333,3.222m
57.523667,3.222m
57.524,675.1u
57.524333,-3.146m
57.524667,-598.5u
57.525,-598.5u
57.525333,3.222m
57.525667,3.222m
57.526,675.1u
57.526333,675.1u
57.526667,-3.146m
57.527,-3.146m
57.527333,-598.5u
57.527667,1.949m
57.528,1.949m
57.528333,-1.872m
57.528667,-3.146m
57.529,-6.966m
57.529333,-5.693m
57.529667,-3.146m
57.53,-598.5u
57.530333,1.949m
57.530667,1.949m
57.531,-1.872m
57.531333,-598.5u
57.531667,-3.146m
57.532,-598.5u
57.532333,-598.5u
57.532667,675.1u
57.533,675.1u
57.533333,675.1u
57.533667,675.1u
57.534,-598.5u
57.534333,3.222m
57.534667,3.222m
57.535,7.043m
57.535333,7.043m
57.535667,1.949m
57.536,1.949m
57.536333,-1.872m
57.536667,-1.872m
57.537,675.1u
57.537333,4.496m
57.537667,3.222m
57.538,675.1u
57.538333,-3.146m
57.538667,-3.146m
57.539,1.949m
57.539333,-1.872m
57.539667,3.222m
57.54,1.949m
57.540333,-598.5u
57.540667,675.1u
57.541,-3.146m
57.541333,-3.146m
57.541667,675.1u
57.542,675.1u
57.542333,3.222m
57.542667,3.222m
57.543,-1.872m
57.543333,-1.872m
57.543667,-5.693m
57.544,-5.693m
57.544333,-1.872m
57.544667,-1.872m
57.545,-598.5u
57.545333,675.1u
57.545667,-1.872m
57.546,-1.872m
57.546333,-4.419m
57.546667,-4.419m
57.547,675.1u
57.547333,3.222m
57.547667,3.222m
57.548,1.949m
57.548333,1.949m
57.548667,675.1u
57.549,-1.872m
57.549333,-1.872m
57.549667,3.222m
57.55,7.043m
57.550333,4.496m
57.550667,1.949m
57.551,675.1u
57.551333,-598.5u
57.551667,-1.872m
57.552,3.222m
57.552333,4.496m
57.552667,4.496m
57.553,1.949m
57.553333,1.949m
57.553667,-598.5u
57.554,-1.872m
57.554333,675.1u
57.554667,675.1u
57.555,3.222m
57.555333,3.222m
57.555667,-1.872m
57.556,-3.146m
57.556333,-1.872m
57.556667,-598.5u
57.557,1.949m
57.557333,1.949m
57.557667,-3.146m
57.558,-1.872m
57.558333,-5.693m
57.558667,-4.419m
57.559,-1.872m
57.559333,-1.872m
57.559667,1.949m
57.56,675.1u
57.560333,-1.872m
57.560667,-3.146m
57.561,-598.5u
57.561333,-3.146m
57.561667,1.949m
57.562,1.949m
57.562333,-1.872m
57.562667,-598.5u
57.563,-598.5u
57.563333,-3.146m
57.563667,675.1u
57.564,3.222m
57.564333,3.222m
57.564667,1.949m
57.565,3.222m
57.565333,3.222m
57.565667,675.1u
57.566,4.496m
57.566333,4.496m
57.566667,5.769m
57.567,5.769m
57.567333,1.949m
57.567667,3.222m
57.568,-598.5u
57.568333,-1.872m
57.568667,1.949m
57.569,1.949m
57.569333,3.222m
57.569667,3.222m
57.57,675.1u
57.570333,675.1u
57.570667,-3.146m
57.571,-3.146m
57.571333,675.1u
57.571667,675.1u
57.572,3.222m
57.572333,1.949m
57.572667,-1.872m
57.573,-1.872m
57.573333,-3.146m
57.573667,-5.693m
57.574,-1.872m
57.574333,-1.872m
57.574667,675.1u
57.575,675.1u
57.575333,-3.146m
57.575667,-1.872m
57.576,-4.419m
57.576333,-4.419m
57.576667,1.949m
57.577,675.1u
57.577333,-1.872m
57.577667,-1.872m
57.578,-5.693m
57.578333,-3.146m
57.578667,675.1u
57.579,-1.872m
57.579333,4.496m
57.579667,3.222m
57.58,1.949m
57.580333,3.222m
57.580667,-598.5u
57.581,675.1u
57.581333,3.222m
57.581667,3.222m
57.582,5.769m
57.582333,4.496m
57.582667,675.1u
57.583,675.1u
57.583333,3.222m
57.583667,3.222m
57.584,4.496m
57.584333,3.222m
57.584667,1.949m
57.585,-1.872m
57.585333,-3.146m
57.585667,675.1u
57.586,675.1u
57.586333,3.222m
57.586667,3.222m
57.587,-598.5u
57.587333,675.1u
57.587667,-3.146m
57.588,-3.146m
57.588333,-598.5u
57.588667,675.1u
57.589,1.949m
57.589333,-598.5u
57.589667,-1.872m
57.59,-3.146m
57.590333,-5.693m
57.590667,-1.872m
57.591,-3.146m
57.591333,675.1u
57.591667,675.1u
57.592,-3.146m
57.592333,-1.872m
57.592667,-4.419m
57.593,-5.693m
57.593333,-3.146m
57.593667,675.1u
57.594,1.949m
57.594333,-598.5u
57.594667,-598.5u
57.595,-3.146m
57.595333,-3.146m
57.595667,-1.872m
57.596,3.222m
57.596333,3.222m
57.596667,4.496m
57.597,3.222m
57.597333,3.222m
57.597667,-598.5u
57.598,1.949m
57.598333,3.222m
57.598667,3.222m
57.599,4.496m
57.599333,4.496m
57.599667,1.949m
57.6,-1.872m
57.600333,-1.872m
57.600667,-3.146m
57.601,1.949m
57.601333,1.949m
57.601667,675.1u
57.602,675.1u
57.602333,-1.872m
57.602667,-4.419m
57.603,-3.146m
57.603333,675.1u
57.603667,-598.5u
57.604,1.949m
57.604333,1.949m
57.604667,-3.146m
57.605,-4.419m
57.605333,675.1u
57.605667,-1.872m
57.606,-598.5u
57.606333,-1.872m
57.606667,-3.146m
57.607,-1.872m
57.607333,-4.419m
57.607667,-4.419m
57.608,3.222m
57.608333,1.949m
57.608667,-598.5u
57.609,675.1u
57.609333,-3.146m
57.609667,-3.146m
57.61,675.1u
57.610333,675.1u
57.610667,4.496m
57.611,3.222m
57.611333,3.222m
57.611667,3.222m
57.612,1.949m
57.612333,3.222m
57.612667,7.043m
57.613,4.496m
57.613333,3.222m
57.613667,3.222m
57.614,675.1u
57.614333,-1.872m
57.614667,1.949m
57.615,1.949m
57.615333,3.222m
57.615667,1.949m
57.616,-3.146m
57.616333,-3.146m
57.616667,675.1u
57.617,675.1u
57.617333,3.222m
57.617667,3.222m
57.618,-1.872m
57.618333,-598.5u
57.618667,-4.419m
57.619,-3.146m
57.619333,-1.872m
57.619667,-598.5u
57.62,3.222m
57.620333,3.222m
57.620667,-1.872m
57.621,-4.419m
57.621333,-4.419m
57.621667,-598.5u
57.622,-1.872m
57.622333,1.949m
57.622667,-1.872m
57.623,-3.146m
57.623333,-3.146m
57.623667,-1.872m
57.624,-598.5u
57.624333,675.1u
57.624667,675.1u
57.625,-1.872m
57.625333,-598.5u
57.625667,-3.146m
57.626,-1.872m
57.626333,1.949m
57.626667,4.496m
57.627,5.769m
57.627333,3.222m
57.627667,3.222m
57.628,675.1u
57.628333,3.222m
57.628667,5.769m
57.629,3.222m
57.629333,3.222m
57.629667,1.949m
57.63,-598.5u
57.630333,-1.872m
57.630667,1.949m
57.631,675.1u
57.631333,3.222m
57.631667,4.496m
57.632,-3.146m
57.632333,-3.146m
57.632667,675.1u
57.633,675.1u
57.633333,1.949m
57.633667,-1.872m
57.634,-598.5u
57.634333,-3.146m
57.634667,-3.146m
57.635,675.1u
57.635333,1.949m
57.635667,-598.5u
57.636,675.1u
57.636333,-5.693m
57.636667,-6.966m
57.637,-3.146m
57.637333,-4.419m
57.637667,-598.5u
57.638,-3.146m
57.638333,-1.872m
57.638667,-5.693m
57.639,-3.146m
57.639333,-598.5u
57.639667,3.222m
57.64,-598.5u
57.640333,675.1u
57.640667,-3.146m
57.641,-4.419m
57.641333,675.1u
57.641667,675.1u
57.642,3.222m
57.642333,1.949m
57.642667,675.1u
57.643,675.1u
57.643333,3.222m
57.643667,3.222m
57.644,3.222m
57.644333,1.949m
57.644667,1.949m
57.645,675.1u
57.645333,675.1u
57.645667,3.222m
57.646,5.769m
57.646333,4.496m
57.646667,3.222m
57.647,1.949m
57.647333,-598.5u
57.647667,-1.872m
57.648,-1.872m
57.648333,3.222m
57.648667,3.222m
57.649,-1.872m
57.649333,-1.872m
57.649667,-3.146m
57.65,-4.419m
57.650333,-1.872m
57.650667,-1.872m
57.651,675.1u
57.651333,675.1u
57.651667,-1.872m
57.652,-4.419m
57.652333,-4.419m
57.652667,-598.5u
57.653,675.1u
57.653333,675.1u
57.653667,-3.146m
57.654,-1.872m
57.654333,-1.872m
57.654667,-5.693m
57.655,-1.872m
57.655333,-1.872m
57.655667,3.222m
57.656,3.222m
57.656333,675.1u
57.656667,675.1u
57.657,-3.146m
57.657333,-1.872m
57.657667,1.949m
57.658,3.222m
57.658333,1.949m
57.658667,3.222m
57.659,675.1u
57.659333,-1.872m
57.659667,1.949m
57.66,4.496m
57.660333,5.769m
57.660667,3.222m
57.661,3.222m
57.661333,675.1u
57.661667,-598.5u
57.662,3.222m
57.662333,675.1u
57.662667,4.496m
57.663,3.222m
57.663333,675.1u
57.663667,675.1u
57.664,675.1u
57.664333,-3.146m
57.664667,1.949m
57.665,3.222m
57.665333,3.222m
57.665667,-598.5u
57.666,-1.872m
57.666333,-3.146m
57.666667,-4.419m
57.667,-598.5u
57.667333,3.222m
57.667667,-1.872m
57.668,-1.872m
57.668333,675.1u
57.668667,-4.419m
57.669,-3.146m
57.669333,675.1u
57.669667,675.1u
57.67,1.949m
57.670333,1.949m
57.670667,675.1u
57.671,-4.419m
57.671333,-1.872m
57.671667,-598.5u
57.672,675.1u
57.672333,1.949m
57.672667,3.222m
57.673,-1.872m
57.673333,-1.872m
57.673667,3.222m
57.674,3.222m
57.674333,4.496m
57.674667,5.769m
57.675,1.949m
57.675333,1.949m
57.675667,-1.872m
57.676,675.1u
57.676333,3.222m
57.676667,5.769m
57.677,1.949m
57.677333,675.1u
57.677667,-3.146m
57.678,-1.872m
57.678333,-3.146m
57.678667,675.1u
57.679,675.1u
57.679333,3.222m
57.679667,675.1u
57.68,-1.872m
57.680333,-5.693m
57.680667,-598.5u
57.681,675.1u
57.681333,3.222m
57.681667,1.949m
57.682,675.1u
57.682333,675.1u
57.682667,-4.419m
57.683,-4.419m
57.683333,-1.872m
57.683667,-1.872m
57.684,-1.872m
57.684333,-1.872m
57.684667,-1.872m
57.685,-4.419m
57.685333,-3.146m
57.685667,-598.5u
57.686,-1.872m
57.686333,1.949m
57.686667,3.222m
57.687,675.1u
57.687333,675.1u
57.687667,-3.146m
57.688,-3.146m
57.688333,675.1u
57.688667,1.949m
57.689,5.769m
57.689333,4.496m
57.689667,3.222m
57.69,3.222m
57.690333,1.949m
57.690667,-598.5u
57.691,3.222m
57.691333,3.222m
57.691667,5.769m
57.692,4.496m
57.692333,-1.872m
57.692667,675.1u
57.693,675.1u
57.693333,1.949m
57.693667,3.222m
57.694,3.222m
57.694333,675.1u
57.694667,-3.146m
57.695,675.1u
57.695333,-1.872m
57.695667,-1.872m
57.696,3.222m
57.696333,1.949m
57.696667,-598.5u
57.697,-3.146m
57.697333,-3.146m
57.697667,-4.419m
57.698,-1.872m
57.698333,-598.5u
57.698667,675.1u
57.699,1.949m
57.699333,-1.872m
57.699667,-1.872m
57.7,-5.693m
57.700333,-4.419m
57.700667,-1.872m
57.701,-1.872m
57.701333,675.1u
57.701667,1.949m
57.702,-598.5u
57.702333,-3.146m
57.702667,-3.146m
57.703,-598.5u
57.703333,675.1u
57.703667,1.949m
57.704,3.222m
57.704333,1.949m
57.704667,4.496m
57.705,3.222m
57.705333,3.222m
57.705667,1.949m
57.706,-598.5u
57.706333,3.222m
57.706667,3.222m
57.707,4.496m
57.707333,7.043m
57.707667,3.222m
57.708,3.222m
57.708333,-598.5u
57.708667,-1.872m
57.709,3.222m
57.709333,1.949m
57.709667,4.496m
57.71,675.1u
57.710333,1.949m
57.710667,-4.419m
57.711,-5.693m
57.711333,-1.872m
57.711667,-1.872m
57.712,1.949m
57.712333,-3.146m
57.712667,-1.872m
57.713,-3.146m
57.713333,-3.146m
57.713667,-3.146m
57.714,-598.5u
57.714333,-598.5u
57.714667,3.222m
57.715,1.949m
57.715333,-1.872m
57.715667,-1.872m
57.716,-3.146m
57.716333,-5.693m
57.716667,-598.5u
57.717,-1.872m
57.717333,675.1u
57.717667,1.949m
57.718,-3.146m
57.718333,-1.872m
57.718667,-3.146m
57.719,-3.146m
57.719333,675.1u
57.719667,3.222m
57.72,3.222m
57.720333,4.496m
57.720667,3.222m
57.721,3.222m
57.721333,4.496m
57.721667,675.1u
57.722,5.769m
57.722333,8.316m
57.722667,3.222m
57.723,3.222m
57.723333,-598.5u
57.723667,-1.872m
57.724,1.949m
57.724333,3.222m
57.724667,3.222m
57.725,675.1u
57.725333,675.1u
57.725667,-3.146m
57.726,-1.872m
57.726333,-1.872m
57.726667,675.1u
57.727,3.222m
57.727333,675.1u
57.727667,675.1u
57.728,-3.146m
57.728333,675.1u
57.728667,-1.872m
57.729,3.222m
57.729333,3.222m
57.729667,-1.872m
57.73,-1.872m
57.730333,-4.419m
57.730667,-5.693m
57.731,1.949m
57.731333,675.1u
57.731667,675.1u
57.732,-5.693m
57.732333,-5.693m
57.732667,-3.146m
57.733,-3.146m
57.733333,-1.872m
57.733667,1.949m
57.734,-598.5u
57.734333,675.1u
57.734667,-3.146m
57.735,-598.5u
57.735333,1.949m
57.735667,3.222m
57.736,3.222m
57.736333,3.222m
57.736667,675.1u
57.737,675.1u
57.737333,1.949m
57.737667,1.949m
57.738,4.496m
57.738333,5.769m
57.738667,1.949m
57.739,1.949m
57.739333,-598.5u
57.739667,-1.872m
57.74,675.1u
57.740333,-598.5u
57.740667,1.949m
57.741,-598.5u
57.741333,-1.872m
57.741667,-3.146m
57.742,-598.5u
57.742333,675.1u
57.742667,-1.872m
57.743,675.1u
57.743333,675.1u
57.743667,-3.146m
57.744,-3.146m
57.744333,675.1u
57.744667,675.1u
57.745,1.949m
57.745333,1.949m
57.745667,-1.872m
57.746,-3.146m
57.746333,-5.693m
57.746667,-5.693m
57.747,-3.146m
57.747333,1.949m
57.747667,-1.872m
57.748,-1.872m
57.748333,-4.419m
57.748667,-4.419m
57.749,-4.419m
57.749333,3.222m
57.749667,3.222m
57.75,1.949m
57.750333,675.1u
57.750667,-1.872m
57.751,-598.5u
57.751333,-598.5u
57.751667,5.769m
57.752,3.222m
57.752333,3.222m
57.752667,3.222m
57.753,675.1u
57.753333,-1.872m
57.753667,1.949m
57.754,3.222m
57.754333,4.496m
57.754667,4.496m
57.755,675.1u
57.755333,675.1u
57.755667,-1.872m
57.756,-598.5u
57.756333,675.1u
57.756667,675.1u
57.757,3.222m
57.757333,1.949m
57.757667,-598.5u
57.758,-3.146m
57.758333,-3.146m
57.758667,-1.872m
57.759,1.949m
57.759333,675.1u
57.759667,-1.872m
57.76,-1.872m
57.760333,-4.419m
57.760667,-5.693m
57.761,-1.872m
57.761333,-598.5u
57.761667,1.949m
57.762,675.1u
57.762333,-1.872m
57.762667,-1.872m
57.763,-3.146m
57.763333,-3.146m
57.763667,-598.5u
57.764,-1.872m
57.764333,675.1u
57.764667,3.222m
57.765,3.222m
57.765333,675.1u
57.765667,675.1u
57.766,1.949m
57.766333,3.222m
57.766667,4.496m
57.767,4.496m
57.767333,1.949m
57.767667,3.222m
57.768,3.222m
57.768333,-598.5u
57.768667,-1.872m
57.769,3.222m
57.769333,3.222m
57.769667,7.043m
57.77,4.496m
57.770333,1.949m
57.770667,1.949m
57.771,-3.146m
57.771333,675.1u
57.771667,3.222m
57.772,1.949m
57.772333,3.222m
57.772667,3.222m
57.773,675.1u
57.773333,675.1u
57.773667,-3.146m
57.774,-4.419m
57.774333,-1.872m
57.774667,1.949m
57.775,-1.872m
57.775333,-1.872m
57.775667,675.1u
57.776,-5.693m
57.776333,-4.419m
57.776667,-1.872m
57.777,675.1u
57.777333,1.949m
57.777667,-1.872m
57.778,-1.872m
57.778333,-4.419m
57.778667,-3.146m
